,sentence,label,data
0,",sentence,label,data",null,null
1,"0,Session 4C: Queries and Query Analysis,null,null",null,null
2,"1,""SIGIR'17, August 7-11, 2017, Shinjuku, Tokyo, Japan"",null,null",null,null
3,"2,Relevance-based Word Embedding,null,null",null,null
4,"3,Hamed Zamani,null,null",null,null
5,"4,Center for Intelligent Information Retrieval College of Information and Computer Sciences,null,null",null,null
6,"5,""University of Massachuse s Amherst Amherst, MA 01003 zamani@cs.umass.edu"",null,null",null,null
7,"6,ABSTRACT,null,null",null,null
8,"7,""Learning a high-dimensional dense representation for vocabulary terms, also known as a word embedding, has recently a racted much a ention in natural language processing and information retrieval tasks. e embedding vectors are typically learned based on term proximity in a large corpus. is means that the objective in well-known word embedding algorithms, e.g., word2vec, is to accurately predict adjacent word(s) for a given word or context. However, this objective is not necessarily equivalent to the goal of many information retrieval (IR) tasks. e primary objective in various IR tasks is to capture relevance instead of term proximity, syntactic, or even semantic similarity. is is the motivation for developing unsupervised relevance-based word embedding models that learn word representations based on query-document relevance information. In this paper, we propose two learning models with di erent objective functions; one learns a relevance distribution over the vocabulary set for each query, and the other classi es each term as belonging to the relevant or non-relevant class for each query. To train our models, we used over six million unique queries and the top ranked documents retrieved in response to each query, which are assumed to be relevant to the query. We extrinsically evaluate our learned word representation models using two IR tasks: query expansion and query classi cation. Both query expansion experiments on four TREC collections and query classi cation experiments on the KDD Cup 2005 dataset suggest that the relevance-based word embedding models signi cantly outperform state-of-the-art proximity-based embedding models, such as word2vec and GloVe."",null,null",null,null
9,"8,KEYWORDS,null,null",null,null
10,"9,""Word representation, neural network, embedding vector, query expansion, query classi cation"",null,null",null,null
11,"10,""ACM Reference format: Hamed Zamani and W. Bruce Cro . 2017. Relevance-based Word Embedding. In Proceedings of SIGIR '17, August 07-11, 2017, Shinjuku, Tokyo, Japan, , 10 pages. DOI: h p://dx.doi.org/10.1145/3077136.3080831"",null,null",null,null
12,"11,""Permission to make digital or hard copies of all or part of this work for personal or classroom use is granted without fee provided that copies are not made or distributed for pro t or commercial advantage and that copies bear this notice and the full citation on the rst page. Copyrights for components of this work owned by others than ACM must be honored. Abstracting with credit is permi ed. To copy otherwise, or republish, to post on servers or to redistribute to lists, requires prior speci c permission and/or a fee. Request permissions from permissions@acm.org. SIGIR '17, August 07-11, 2017, Shinjuku, Tokyo, Japan © 2017 ACM. 978-1-4503-5022-8/17/08. . . $15.00 DOI: h p://dx.doi.org/10.1145/3077136.3080831"",null,null",null,null
13,"12,W. Bruce Cro,null,null",null,null
14,"13,Center for Intelligent Information Retrieval College of Information and Computer Sciences,null,null",null,null
15,"14,""University of Massachuse s Amherst Amherst, MA 01003 cro @cs.umass.edu"",null,null",null,null
16,"15,1 INTRODUCTION,null,null",null,null
17,"16,""Representation learning is a long-standing problem in natural language processing (NLP) and information retrieval (IR). e main motivation is to abstract away from the surface forms of a piece of text, e.g., words, sentences, and documents, in order to alleviate sparsity and learn meaningful similarities, e.g., semantic or syntactic similarities, between two di erent pieces of text. Learning representations for words as the atomic components of a language, also known as word embedding, has recently a racted much a ention in the NLP and IR communities."",null,null",null,null
18,"17,""A popular model for learning word representation is neural network-based language models. For instance, the word2vec model proposed by Mikolov et al. [24] is an embedding model that learns word vectors via a neural network with a single hidden layer. Continuous bag of words (CBOW) and skip-gram are two implementations of the word2vec model. Another successful trend in learning semantic word representations is employing global matrix factorization over word-word matrices. GloVe [28] is an example of such methods. A theoretical relation has been discovered between embedding models based on neural network and matrix factorization in [21]. ese models have been demonstrated to be e ective in a number of IR tasks, including query expansion [11, 17, 40], query classi cation [23, 41], short text similarity [15], and document model estimation [2, 31]."",null,null",null,null
19,"18,""e aforementioned embedding models are typically trained based on term proximity in a large corpus. For instance, the word2vec model's objective is to predict adjacent word(s) given a word or context, i.e., a context window around the target word. is idea aims to capture semantic and syntactic similarities between terms, since semantically/syntactically similar words o en share similar contexts. However, this objective is not necessarily equivalent to the main objective of many IR tasks. e primary objective in many IR methods is to model the notion of relevance [20, 34, 43]. In this paper, we revisit the underlying assumption of typical word embedding methods, as follows:"",null,null",null,null
20,"19,e objective is to predict the words observed in the documents relevant to a particular information need.,null,null",null,null
21,"20,""is objective has been previously considered for developing relevance models [20], a state-of-the-art (pseudo-) relevance feedback approach. Relevance models try to optimize this objective given a set of relevant documents for a given query as the indicator of user's information need. In the absence of relevance information, the top ranked documents retrieved in response to the query are assumed to be relevant. erefore, relevance models, and in general all pseudo-relevance feedback models, use an online se ing to obtain training data: retrieving documents for the query and"",null,null",null,null
22,"21,505,null,null",null,null
23,"22,Session 4C: Queries and Query Analysis,null,null",null,null
24,"23,""SIGIR'17, August 7-11, 2017, Shinjuku, Tokyo, Japan"",null,null",null,null
25,"24,""then using the top retrieved documents in order to estimate the relevance distribution. Although relevance models have been proved to be e ective in many IR tasks [19, 20], having a retrieval run for each query to obtain the training data for estimating the relevance distribution is not always practical in real-world search engines. We, in this paper, optimize a similar objective in an o ine se ing, which enables us to predict the relevance distribution without any retrieval runs during the test time. To do so, we consider the top retrieved documents for millions of training queries as a training set and learn embedding vectors for each term in order to predict the words observed in the top retrieved documents for each query. We develop two relevance-based word embedding models. e rst one, the relevance likelihood maximization model (RLM), aims to model the relevance distribution over the vocabulary terms for each query, while the second one, the relevance posterior estimation model (RPE), classi es each term as relevant or non-relevant to each query. We provide e cient learning algorithms to train these models on large amounts of training data. Note that our models are unsupervised and the training data is generated automatically."",null,null",null,null
