,sentence,label,data
0,Faster and Smaller Inverted Indices with Treaps ,null,null
1,Roberto Konow,null,null
2,"Dept. of Computer Science Univ. of Chile, Chile",null,null
3,"EIT, Univ. Diego Portales",null,null
4,Gonzalo Navarro,null,null
5,"Dept. of Computer Science Univ. of Chile, Chile",null,null
6,Charles L. A. Clarke Alejandro López-Ortíz,null,null
7,"School of Computer Science Univ. of Waterloo, Canada",null,null
8,ABSTRACT,null,null
9,"16]. In the first stage, a fast and simple filtration proce-",null,null
10,"We introduce a new representation of the inverted index that performs faster ranked unions and intersections while using less space. Our index is based on the treap data structure, which allows us to intersect/merge the document identifiers while simultaneously thresholding by frequency, instead of the costlier two-step classical processing methods. To achieve compression we represent the treap topology using compact data structures. Further, the treap invariants allow us to elegantly encode differentially both document identifiers and frequencies. Results show that our index uses about 20% less space, and performs queries up to three times faster, than state-of-the-art compact representations.",null,null
11,"dure extracts a subset of a few hundreds or thousands of candidates from the possibly billions of documents forming the collection. In the second stage, more complex learned ranking algorithms are applied to the reduced candidate set in order to obtain a handful of high-quality results. In this paper, we focus on improving the efficiency of the first stage, freeing more resources for the second stage and increasing the overall performance. In contexts where traditional ranking methods are sufficient, the goal of the first stage is to directly convey a few top-quality results to the final user.",null,null
12,The first stage aims to return either a set of the highest ranked documents containing all the query terms (a ranked intersection) or some of the most important query terms (a,null,null
13,Categories and Subject Descriptors,null,null
14,"ranked union). In most cases, ranked intersections are solved via a Boolean intersection, followed by the computation of",null,null
15,H.3.3 [INFORMATION STORAGE AND RETRIEVAL]: scores for the resulting documents. Ranked unions are gen-,null,null
16,Information Search and Retrieval,null,null
17,"erally solved only in approximate form, avoiding a costly",null,null
18,"Boolean union. However, Ding and Suel [21] showed that",null,null
19,General Terms,null,null
20,ranked intersections can be processed faster than Boolean intersections. They also obtained the best known performance,null,null
21,"Algorithms, Performance",null,null
22,"for ranked unions, giving exact, rather than approximate re-",null,null
23,"sults, and demonstrating the feasibility of their approach.",null,null
24,Keywords,null,null
25,"In this paper, we introduce a new compressed representation for posting lists that performs ranked intersections and",null,null
26,"Treap, Inverted Index, Top-k, Query Processing",null,null
27,(exact) unions directly. This representation is based on the,null,null
28,"treap data structure [34], a binary tree that simultaneously",null,null
29,1. INTRODUCTION,null,null
30,"Modern Web search engines, and other information retrieval systems, face two competing challenges. On the one hand, they have to manage huge amounts of data. On the other hand, they have to provide very precise results in response to user queries, often identifying a few relevant documents among increasingly larger collections. These requirements can be addressed via a two-stage ranking process [37,",null,null
31,"represents a left-to-right and a top-to-bottom ordering. We use the left-to-right ordering for document identifiers (which supports fast Boolean operations) and the top-to-bottom ordering for term weights (which supports the thresholding of results simultaneously with the intersection process). Using this data structure, we can obtain the top-k results for a ranked intersection/union without having to first produce the full Boolean result.",null,null
32,"Additionally, the treap representation allows us to dif-",null,null
33,"Partially funded by Fondecyt grant 1-110066 , by the Conicyt PhD Scholarship Program, Chile and by the Emerging Leaders in the Americas Program, Government of Canada.",null,null
34,"ferentially encode both document identifiers and weights, which is crucial for the space-efficient representation of inverted indexes. Posting lists have been compressed for de-",null,null
35,cades [38] to handle very large collections within minimal,null,null
36,Permission to make digital or hard copies of all or part of this work for personal or classroom use is granted without fee provided that copies are not made or distributed for profit or commercial advantage and that copies bear this notice and the full citation,null,null
37,"space. Using other representations we must choose either identifiers or weights for differential encoding, but not both.",null,null
38,Our experiments show that the space usage of our treap-,null,null
39,on the first page. Copyrights for components of this work owned by others than the,null,null
40,based inverted index representation is less than the state-of-,null,null
41,"author(s) must be honored. Abstracting with credit is permitted. To copy otherwise, or",null,null
42,the-art compressed representations: around 22% less space,null,null
43,"republish, to post on servers or to redistribute to lists, requires prior specific permission and/or a fee. Request permissions from permissions@acm.org. SIGIR'13, July 28­August 1, 2013, Dublin, Ireland. Copyright is held by the owner/author(s). Publication rights licensed to ACM.",null,null
44,"than Block-Max [21] and 18% less space than Dual-Sorted [25]. As for the time, treaps outperform previous techniques for k up to 30 on intersections, and up to 130 on unions,",null,null
45,Copyright 2013 ACM 978-1-4503-2034-4/13/07 ...$15.00.,null,null
46,193,null,null
47,"being up to three times faster than the alternatives in some cases. Those ranges of k values make this result of particular interest both in applications where a limited result set is of interest, and in large-scale distributed systems in which each node contributes a limited set to the global result.",null,null
48,2. BASIC CONCEPTS,null,null
49,The inverted index plays a central role in the efficient pro-,null,null
50,"cessing of ranked and Boolean queries [38, 41, 18, 16, 5].",null,null
51,"It can be seen as an array of lists or postings, where each",null,null
52,entry of the array corresponds to a different term or word in,null,null
53,"the collection, and the lists contain one element per distinct",null,null
54,"document where the term appears. For each document, the",null,null
55,index stores the document identifier (docid) and the weight,null,null
56,of the term in the document. The set of terms is called the,null,null
57,"vocabulary of the collection, which is comparatively small in",null,null
58,most cases [24].,null,null
59,"In the first stage of query processing, a simple metric is",null,null
60,used to assign a score to a document with respect to a query.,null,null
61,"In the classical bag-of-words model, the query Q is seen as",null,null
62,"a set of q terms t  Q, and the score of a document d is",null,null
63,"computed as score(Q, d) ,"" tQ w(t, d), where w(t, d) is the weight of term t in document d. For example, in the""",null,null
64,"well-known tf-idf scoring scheme, this weight is computed",null,null
65,"as w(t, d) ,"" tf t,d · idft. Here, tf t,d is the term frequency of t""",null,null
66,"in d, that is, the number of times t occurs in d. The second",null,null
67,term,null,null
68,is,null,null
69,idft,null,null
70,",",null,null
71,log,null,null
72,D dft,null,null
73,",",null,null
74,where,null,null
75,dft,null,null
76,is,null,null
77,the,null,null
78,document,null,null
79,"frequency,",null,null
80,"that is, the number of documents where the term t appears,",null,null
81,and D is the total number of documents. Since idft (or,null,null
82,"dft) depends only on t, an efficient way to store w(t, d) in",null,null
83,an inverted index is to store idft or dft together with each,null,null
84,"distinct vocabulary term, and store the values tf t,d in the posting list of term t, together with each docid d. In this",null,null
85,paper we will assume that term frequencies are stored in the,null,null
86,"posting lists, but any other integer measure, such as impacts",null,null
87,[2] could be used.,null,null
88,"In the bag-of-words model we are given Q and k, and asked",null,null
89,"to retrieve k documents d with the highest score(Q, d) val-",null,null
90,"ues. In the two-stage model, typical values of k are hundreds",null,null
91,"to thousands, as discussed earlier. In simpler one-stage sys-",null,null
92,"tems, typical values of k are below 20. Note that it is not",null,null
93,necessary for all the terms of Q to appear in a returned doc-,null,null
94,"ument d; a missing term t simply implies that w(t, d) , 0.",null,null
95,This problem is frequently called ranked union. A variant,null,null
96,"of the problem, popularized by Web search engines to favor",null,null
97,"precision over recall, is the ranked intersection, where only",null,null
98,"documents containing all the terms are returned. Nowadays,",null,null
99,ranked intersections are more common than unions.,null,null
100,"The Boolean intersection problem, without ranking, aims",null,null
101,at retrieving all the documents d where all the terms of,null,null
102,Q appear. A typical way to solve a ranked intersection is,null,null
103,"to first compute a Boolean intersection, then compute the",null,null
104,"scores of all the resulting documents, and finally keep the",null,null
105,documents with the k highest scores. This approach has,null,null
106,triggered much research on the Boolean intersection problem,null,null
107,"[20, 6, 32, 8, 25]. This approach is, of course, suboptimal,",null,null
108,since in principle one could use weight information to filter,null,null
109,out documents that belong to the intersection but one can,null,null
110,ensure will not make it to the top-k list. Only recently some,null,null
111,schemes specifically aimed at solving ranked intersections,null,null
112,have appeared [21]. All these schemes store the posting lists,null,null
113,"in increasing docid order, which is convenient for skipping",null,null
114,documents during intersections.,null,null
115,"Ranked unions, instead, cannot be efficiently solved through a Boolean union, as this returns too many results. In this case, most research has aimed at returning an approximate answer within good time bounds [30, 2]. Most of these techniques order the posting lists by decreasing weight values, not by docids. Recently, it has been shown that ranked unions can be solved in exact form within reasonable time [15, 35, 21] by using increasing docid order for the posting lists in the best solution [21].",null,null
