,sentence,label,data
0,Task-Aware Query Recommendation,null,null
1,Henry Feild and James Allan,null,null
2,"Center for Intelligent Information Retrieval School of Computer Science University of Massachusetts Amherst, MA 01003",null,null
3,"{hfeild,allan}@cs.umass.edu",null,null
4,ABSTRACT,null,null
5,"When generating query recommendations for a user, a natural approach is to try and leverage not only the user's most recently submitted query, or reference query, but also information about the current search context, such as the user's recent search interactions. We focus on two important classes of queries that make up search contexts: those that address the same information need as the reference query (on-task queries), and those that do not (off-task queries). We analyze the effects on query recommendation performance of using contexts consisting of only on-task queries, only off-task queries, and a mix of the two. Using TREC Session Track data for simulations, we demonstrate that ontask context is helpful on average but can be easily overwhelmed when off-task queries are interleaved--a common situation according to several analyses of commercial search logs. To minimize the impact of off-task queries on recommendation performance, we consider automatic methods of identifying such queries using a state of the art search task identification technique. Our experimental results show that automatic search task identification can eliminate the effect of off-task queries in a mixed context.",null,null
6,"We also introduce a novel generalized model for generating recommendations over a search context. While we only consider query text in this study, the model can handle integration over arbitrary user search behavior, such as page visits, dwell times, and query abandonment. In addition, it can be used for other types of recommendation, including personalized web search.",null,null
7,Categories and Subject Descriptors,null,null
8,"H.3.3 [Information Storage and Retrieval]: Information Search and Retrieval--search process, query formulation",null,null
9,Keywords,null,null
10,"Query recommendation, context-aware recommendation, search task identification",null,null
11,"Permission to make digital or hard copies of all or part of this work for personal or classroom use is granted without fee provided that copies are not made or distributed for profit or commercial advantage and that copies bear this notice and the full citation on the first page. Copyrights for components of this work owned by others than ACM must be honored. Abstracting with credit is permitted. To copy otherwise, or republish, to post on servers or to redistribute to lists, requires prior specific permission and/or a fee. Request permissions from permissions@acm.org. SIGIR'13, July 28­August 1, 2013, Dublin, Ireland. Copyright 2013 ACM 978-1-4503-2034-4/13/07 ...$15.00.",null,null
12,Figure 1: A search context with interleaved tasks.,null,null
13,1. INTRODUCTION,null,null
14,"Query recommendation is a common tool used by search engines to assist users in reformulating queries. When an information need, or task, requires multiple searches, the sequence of queries form a context around which new queries can be recommended. Figure 1 illustrates a series of queries issued by a user consisting of two tasks: 1) finding information about the history of black powder firearms and 2) preparing for the GMAT standardized test. Given this sequence, our goal is to generate a list of query suggestions with respect to the most recently submitted query, or reference query, which is ""black powder inventor"" in this example. Notice, however, that the user has interleaved the two tasks such that no two adjacent queries are part of the same task. If we use the entire context to generate recommendations, two of the queries will be off-task with respect to the reference query and three (including the reference query) will be on-task. This paper explores the effects that on- and offtask contexts have on query recommendation. While previous work has considered task-aware query recommendation over logged user data, we are not aware of any work that systematically explores the effects of on-task, off-task, and mixed contexts on recommendation performance.",null,null
15,"Though the example in Figure 1 may seem an extreme case, consider that Lucchese et al. found 74% of web queries were part of multi-tasking search sessions [15] in a threemonth sample of AOL search logs; Jones and Klinkner observed that 17% of tasks were interleaved in a 3-day sample of Yahoo! web searches [10]; and Liao et al. [14] found 30% of sessions contained multiple tasks and 5% of sessions contained interleaved tasks in a sample of half a billion sessions extracted from Bing search logs. In addition, in a labeled sample of 503 AOL user sessions, we found 44% of search tasks consisted of two or more queries (see Figure 2), but there was only a 45% chance that any two adjacent queries",null,null
16,83,null,null
17,1.0,null,null
18,1.0,null,null
19,0.8,null,null
20,Likelihood of seeing n tasks,null,null
21,Likelihood of tasks of at least length x Likelihood of tasks of length x,null,null
22,0.6,null,null
23,0.8,null,null
24,10 tasks 9 tasks 8 tasks 7 tasks 6 tasks 5 tasks 4 tasks 3 tasks 2 tasks 1 task,null,null
25,0.6,null,null
26,Likelihood,null,null
27,0.4,null,null
28,0.4,null,null
29,0.2,null,null
30,0.2,null,null
31,0.0,null,null
32,0.0,null,null
33,2,null,null
34,4,null,null
35,6,null,null
36,8,null,null
37,10,null,null
38,Task length in number of queries (x),null,null
39,Figure 2: Distribution of tasks lengths observed in a labeled sample of the AOL query log.,null,null
40,"were part of the same task. Figure 3 shows the likelihood of seeing n tasks in any sequence of x queries, e.g., 10-query sequences typically consist of 3­7 search tasks. This means that a context consisting of the most recent n queries is very likely to consist of sub-contexts for several disjoint tasks, none of which may be a part of the same task as the reference query.",null,null
41,"The goal of this paper is to better understand the effects of on-task, off-task, and mixed contexts on query recommendation quality. We also present and analyze several methods for handling mixed contexts. We address four questions concerning query recommendation:",null,null
42,RQ1. How does on-task context affect query recommendation performance?,null,null
43,RQ2. How does off-task context affect query recommendation performance?,null,null
44,RQ3. How does mixed context (on- and off-task queries) affect query recommendation performance?,null,null
45,"RQ4. How do the following three methods affect query recommendation performance in a mixed context? (a.) using only the reference query, (b.) using the most recent m queries, or (c.) using the most recent m queries with same-task classification scores to weight the influence of each query.",null,null
46,"To answer these questions, we perform a number of experiments using simulated search sequences derived from the TREC Session Track. For recommendation, we rely on random walks over a query flow graph formed from a subset of the 2006 AOL query log. We measure query recommendation performance by the quality of the results returned for a recommendation, focusing primarily on mean reciprocal rank (MRR). Our results show that on-task context is usually helpful, while off-task and mixed contexts are extremely harmful. However, automatic search task identification is a reliable way of detecting and discarding off-task queries.",null,null
47,There are four primary contributions of this paper: (1) an,null,null
48,2 3 4 5 6 7 8 9 10,null,null
49,Sequence length,null,null
50,Figure 3: The distribution of seeing n tasks in a sequence of x queries as observed in a labeled sample of the AOL query log.,null,null
51,"analysis of task-aware query recommendation demonstrating the usefulness of on-task query context, (2) an analysis of the impact of automatic search task identification on taskaware recommendation, in which we show the state of the art works very well, (3) an open source data set for evaluating context-aware query recommendation, and (4) a generalized model of combining recommendations across a search context, regardless of the recommendation algorithm.",null,null
52,2. RELATED WORK,null,null
53,"Huang, Chien, and Oyang [9] introduced a search logbased query recommendation algorithm that extracts suggestions from search sessions in a query log that appeared similar to the user's current session, thereby incorporating the surrounding search context. They found it outperformed methods that extract suggestions from retrieved documents in many aspects.",null,null
54,"Filali et al. [8] presented a probabilistic model for generating rewrites based on an arbitrarily long user search history. Their model interpolates the same-task similarity of a rewrite candidate to the reference query with the average similarity of that candidate to all on-task queries from a user's history, weighted by each query's similarity to the reference query. They found that giving some weight to the history, but most weight to the reference query, did best on a set of manually and automatically labeled data.",null,null
55,"Liao et al. [14] explored the effect of task-trails on three applications, including query recommendation. They compare two session-based, two task-based, and two single-query recommendation models and found they retrieve complementary sets of suggestions, though the task-based models provided the higher quality suggestions. To identify tasks, they used an SVM model using features similar to Jones and Klinkner [10], and the weighted connected components clustering method described by Lucchese et al. [15]. Unlike Liao et al., we focus on the effects of on- and off-task context in",null,null
56,84,null,null
57,various mixtures and evaluate on publicly accessible data. Their work is complementary to ours and our findings support theirs concerning the quality of recommendations using on-task recommendations.,null,null
58,"Cao et al. [4] introduce a context-aware recommendation system that converts a series of user queries into concept sequences and builds a suffix tree of these from a large query log. To produce recommendations, a concept sequence is looked up in the suffix tree and the common next queries are given as suggestions.",null,null
