,sentence,label,data
0,TweetMogaz: A News Portal of Tweets,null,null
1,Walid Magdy,null,null
2,"Qatar Computing Research Institute Qatar Foundation Doha, Qatar",null,null
3,wmagdy@qf.org.qa,null,null
4,ABSTRACT,null,null
5,"Twitter is currently one of the largest social hubs for users to spread and discuss news. For most of the top news stories happening, there are corresponding discussions on social media. In this demonstration TweetMogaz is presented, which is a platform for microblog search and filtering. It creates a real-time comprehensive report about what people discuss and share around news happening in certain regions. TweetMogaz reports the most popular tweets, jokes, videos, images, and news articles that people share about top news stories. Moreover, it allows users to search for specific topics. A scalable automatic technique for microblog filtering is used to obtain relevant tweets to a certain news category in a region. TweetMogaz.com demonstrates the effectiveness of our filtering technique for reporting public response toward news in different Arabic regions including Egypt and Syria in real-time.",null,null
6,Categories and Subject Descriptors,null,null
7,H.3.3 [Information Search and Retrieval]: Information filtering.,null,null
8,Keywords,null,null
9,"Twitter, Microblog Filtering, TweetMogaz, Arabic text.",null,null
10,1. INTRODUCTION,null,null
11,"Microblogging sites, such as Twitter, are currently one of the main platforms for exchanging real-time information and discussions. In fact, Twitter and Facebook were instrumental in facilitating the launch of the so-called ""Arab Spring"". This large amount of information led to the need for an effective platform for information filtering, to allow only relevant information reaches users. The currently implemented and straightforward microblog filtering technique on Twitter is the ""follow"" feature. This allows users to follow other accounts of entities, persons, or events to be fed with their tweets. This method is personalized according to user's interest. Another method for following specific micrblogs on Twitter is searching for given hashtags (#tags), which is a common way for users to get updates about some topics based on the mention of the hashtag within tweets text. This method is less strict in filtering information, where more tweets are generally presented to user. However, many unneeded tweets would be retrieved because of the misusage of hashtags by some users. Additionally, many relevant tweets to a hashtag topic may not include the hashtag itself, which leads to their absence in the retrieved results.",null,null
12,"Permission to make digital or hard copies of part or all of this work for personal or classroom use is granted without fee provided that copies are not made or distributed for profit or commercial advantage and that copies bear this notice and the full citation on the first page. Copyrights for third-party components of this work must be honored. For all other uses, contact the owner/author(s). SIGIR'13, July 28­August 1, 2013, Dublin, Ireland. ACM 978-1-4503-2034-4/13/07.",null,null
13,"In this demonstration we present a news portal website, TweetMogaz, which is generated from tweets. TweetMogaz presents the most popular content people share on Twitter regarding the ongoing news in different regions. Visitors of the website can see a comprehensive report of the most popular tweets, jokes, videos, images, and news articles that people share on Twitter related to the top news stories of the day. Standard news sites give their visitors an idea about what is happening in given regions, while TweetMogaz gives visitors an idea about what are the topics in news that people are interested in, and how they react towards them. In addition, it captures additional aspects of news stories shared on social media that may not exist in the news sites.",null,null
14,"TweetMogaz applies microblog filtering technique for retrieving tweets. A set of key players in news for a certain region are manually listed, and one or multiple news sites for the same region are set to our system. Potential relevant tweets to news are retrieved; then a relevance classification technique is used to identify the relevant tweets and discard the rest. Classified relevant tweets are then used to generate comprehensive report with most popular content people share as in [3]. Information on website is updated every 15 minutes to keep following fresh news and their response on social media.",null,null
15,"Our approach for retrieving and filtering relevant tweets shows high performance. The approach is applied to follow political news in counties in the Arabic region such as the Egypt and Syria. However, it is potentially applicable to different regions and different news categories. The only requirement is preparing a list of key players of a news category in a given region and setting a regional news site.",null,null
16,2. RELATED WORK,null,null
17,"Previous work in Microblog retrieval focused on analyzing the search process [4, 8], improving ad-hoc microblog search [6], and developing platforms for improved user experience with search through analyzing results [3, 9]. Additional work studied the role of micrblogs in news reporting and discovery, and how users' profiles can be used for news recommendation [5, 7]. Other work investigated detecting comments about news from Twitter to be presented to readers along with news articles [2].",null,null
18,"Recently, microblog filtering grabbed some attention as an important task for allowing users to follow certain topics. Microblog filtering was introduced as a new task in TREC Microblog track 2012, where the aim was to filter a feed of tweets by getting relevant ones to some topics. The best achieved result in the track got a precision of 0.6, which is considerably low for usage in a practical environment [6].",null,null
19,"Our system presented in this demonstration applies microblog filtering [6] for getting tweets relevant to regional news [5, 7] in a practical environment with high precision. Search results are presented to user in the form of a comprehensive report [3]. Our system enables user to get a summary about the public response towards ongoing news [2].",null,null
20,1095,null,null
21,3. MICROBLOG FILTERING APPROACH,null,null
22,Our filtering approach for retrieving relevant tweets to regional,null,null
23,news is shown in Figure 1. The approach is decomposed into the,null,null
24,following steps:,null,null
25,1. Retrieving initial set of relevant tweets,null,null
26,Any region has a set of key players who are expected to be a,null,null
27,"usual actor in news headlines. For example, ""Obama"" is a key",null,null
28,"player in US politics. These set of key players are nearly static,",null,null
29,"where they do not change frequently by time. Therefore, we",null,null
30,prepare a list of accurate predefined queries representing key,null,null
31,player in a certain region to retrieve an initial set of relevant,null,null
32,"tweets. Queries include politicians, parties, institutes ... etc, and",null,null
33,their corresponding Twitter accounts. The list of queries requires,null,null
34,updating each few months or years according to changes in the,null,null
35,region. These queries are set carefully to achieve high precision to,null,null
36,"avoid the retrieval of irrelevant tweets. For example, setting a",null,null
37,"query ""Obama"" referring to the US president is acceptable, since",null,null
38,"most of the tweets talking about ""Obama"" refer to the president",null,null
39,"himself. While searching for ""Clinton"" as a query for ""Bill",null,null
40,"Clinton"" can lead to the retrieval of a large number of irrelevant",null,null
41,"tweets for those tweets referring to ""Hillary Clinton"". Therefore,",null,null
42,"in the latter case, it is better to have the query as ""Bill Clinton"" to",null,null
43,emphasis on high precision results.,null,null
44,Stream of tweets that match any of the predefined queries are,null,null
45,considered relevant. Matching tweets are referred to as Key,null,null
46,Players Tweets set (TweetsKP).,null,null
47,2. Retrieving set of Potential Relevant Tweets,null,null
48,Tweets about accidental regional news may not be captured,null,null
49,"with the set of predefined queries. To overcome this problem,",null,null
