,sentence,label,data
0,Preference Based Evaluation Measures for Novelty and Diversity,null,null
1,"Praveen Chandar and Ben Carterette {pcr,carteret}@udel.edu",null,null
2,Department of Computer and Information Sciences,null,null
3,University of Delaware,null,null
4,"Newark, DE, USA 19716",null,null
5,ABSTRACT,null,null
6,"Novel and diverse document ranking is an effective strategy that involves reducing redundancy in a ranked list to maximize the amount of novel and relevant information available to users. Evaluation for novelty and diversity typically involves an assessor judging each document for relevance against a set of pre-identified subtopics, which may be disambiguations of the query, facets of an information need, or nuggets of information. Alternately, when expressing a preference for document A or document B, users may implicitly take subtopics into account, but may also take into account other factors such as recency, readability, length, and so on, each of which may have more or less importance depending on user. A user profile contains information about the extent to which each factor, including subtopic relevance, plays a role in the user's preference for one document over another. A preference-based evaluation can then take this user profile information into account to better model utility to the space of users.",null,null
7,"In this work, we propose an evaluation framework that not only can consider implicit factors but also handles differences in user preference due to varying underlying information need. Our proposed framework is based on the idea that a user scanning a ranked list from top to bottom and stopping at rank k gains some utility from every document that is relevant their information need. Thus, we model the expected utility of a ranked list by estimating the utility of a document at a given rank using preference judgments and define evaluation measures based on the same. We validate our framework by comparing it to existing measures such as -nDCG, ERR-IA, and subtopic recall that require explicit subtopic judgments We show that our proposed measures correlate well with existing measures while having the potential to capture various other factors when real data is used. We also show that the proposed measures can easily handle relevance assessments against multiple user profiles, and that they are robust to noisy and incomplete judgments.",null,null
8,"Permission to make digital or hard copies of all or part of this work for personal or classroom use is granted without fee provided that copies are not made or distributed for profit or commercial advantage and that copies bear this notice and the full citation on the first page. Copyrights for components of this work owned by others than the author(s) must be honored. Abstracting with credit is permitted. To copy otherwise, or republish, to post on servers or to redistribute to lists, requires prior specific permission and/or a fee. Request permissions from permissions@acm.org. SIGIR'13, July 28­August 1, 2013, Dublin, Ireland. Copyright is held by the owner/author(s). Publication rights licensed to ACM. ACM 978-1-4503-2034-4/13/07 ...$15.00.",null,null
9,Categories and Subject Descriptors: H.3 [Information Storage and Retrieval]; H.3.4 [Systems and Software]: Performance Evaluation,null,null
10,"Keywords: Novelty and Diversity, Evaluation",null,null
11,1. INTRODUCTION,null,null
12,"The concept of relevance is the probably the most critical aspect of theoretical and practical information retrieval (IR) models. But which documents are relevant can differ from user to user depending on their exact information need, even if they start with the same keyword query. Queries can be ambiguous and/or underspecified, and the retrieval systems are required to handle these diverse information needs while providing novel information. Traditional IR evaluation also works under the assumption that documents are independently relevant separate from any user context The major drawback with this approach is that it does not penalize redundancy in rankings, potentially reducing the amount of novel information available to the user. Recently a subtopic based approach was introduced, to handle the redundancy problem and account for diverse information needs. The underlying information need for a query is decomposed into set of subtopics, and the number of novel subtopics that a document is relevant to (i.e. not seen earlier in the ranking) provides a measure of novelty. Various evaluation measures have been defined based on this approach [1, 9, 23, 27].",null,null
13,"While subtopics are used to account for the diverse information needs of a query, the relation between them varies from user to user. For example, consider the query living in India. A person planning to visit India could be interested in information for visitors and immigrants & how people live in India whereas a student writing an essay would be more interested in the history about life and culture in India. Even though all of these subtopics seem relevant to the query, the importance of a subtopic is dependent on the user and the scenario in which the search was performed. It is well-known that user preferences are influenced not only by topical relevance but also by other factors such as readability, subtopic importance, completeness, etc. User profiles can be used to represent the combination of relevant subtopics and the above mentioned factors that precisely reflects the user's information need. Currently, there is no evaluation measure that (a) takes into account various factors affecting user preference, (b) handles multiple user profiles for a given query.",null,null
14,"In this work, we propose an evaluation framework and metrics based on user preference for the novelty and diversity task. The framework revolves around the idea of assigning",null,null
15,413,null,null
16,"utility scores that reflect each set of user`s preference towards each document. The document utilities are estimated using a series of preference judgments collected conditional on previously ranked documents. Document utility at a given rank implicitly accounts for the subtopic coverage, novelty, topical relevance and the other factors as well. As pointed out earlier, the utility of document could differ for each user, thus user preference are obtained across a pool of users to account for diverse information need of a query. Evaluation metrics defined based on this framework directly models a user traversing a ranking from top to bottom seeking relevant and novel information for the issued query. Therefore, our proposed measures estimate the total utility of a ranked list available to the user for a given query.",null,null
17,"The rest of the paper is organized as follows: a detail explanation of the existing evaluation framework and the existing metrics for novelty and diversity is provided in Section 2. We point out issues with the current method and propose preference-based evaluation measures in Section 3. A description of the datasets along with the experimental design employed in our work can be found in Section 4. We analyze in detail the performance of our metrics and compare it to various existing ones in Section 5. Finally, Section 6 summarizes our findings and sketches our future directions.",null,null
18,2. NOVELTY/DIVERSITY EVALUATION,null,null
19,"Search result diversification is an effective strategy to deal with the diverse information needs of the user while reducing redundancy in the ranked list [19, 28, 25]. Several methods have been proposed to produce a ranking that maximizes relevance with respect to multiple information needs for a given query, starting with the maximum marginal relevance model of Carbonell et al. [4]. In addition to new models, the task demands new evaluation metrics, as traditional IR measures are focused on relevance with respect to a single user and do not penalize redundancy in results. Zhai et al. studied the subtopic retrieval task in the context of the TREC Interactive track [17], and defined simple evaluation measures such as subtopic recall and subtopic precision based on the relevance of documents to pre-defined subtopics. Clarke et al. proposed an evaluation strategy that decomposes underlying information needs of a query into information nuggets; document utility is determined by the number of novel nuggets covered by the document. NRBP, also introduced by Clarke et al. combines ideas from -nDCG and Rank-Biased Precision [12]. Agarwal et al. focused on the diversity problem in the web domain by taking into account the importance of user intents via a probability distribution. Each of these measures will be described in more detail below.",null,null
20,"Almost all of the existing measures are based on the idea of explicit subtopics: decompositions of a given query into several pieces of information (such as facets, intents, or nuggets) that account for various underlying information needs. In this framework, novelty is solely dependent on the document's relevance to a subtopic. System effectiveness is estimated by iterating over the ranked list, penalizing relevant documents relevant to subtopic(s) seen earlier in the ranking, and rewarding documents relevant to unseen subtopic(s).",null,null
21,2.1 Test Collection,null,null
22,Test collections such as those produced for the TREC Interactive tracks [17] and the TREC Question Answering tracks [26] consist of subtopic-level judgments in documents.,null,null
23,"The TREC Web track diversity datasets created to study the problem of novelty and diversity are most suitable to our work. These datasets comprise a set of topics, and for each topic a set of subtopics that were identified semiautomatically with the help of a tool that clusters reformulations of the given query. The tool combined evidences from clicks and reformulations to obtain clusters of queries; the track organizers used these clusters to manually pick the set of subtopics for a given target query.",null,null
24,"Binary judgments of relevance were made by NIST assessors for each subtopic to each document. Note that the use of this method means that only subtopics evidenced by a large number of users will be present in the data; interpretations that are equally ""real"" yet less popular will not be represented when this method is used.",null,null
25,2.2 Evaluation Measures,null,null
26,"Evaluation measures for novelty and diversity must account for both relevance and novelty in rankings. It is important that redundancy caused by documents containing previously retrieved information are penalized while documents containing novel information are rewarded; as described above, this is achieved using subtopic relevance judgments. A brief description of the commonly used metrics that employ a subtopic based approach is given below:",null,null
27,"Subtopic recall measures the proportion of unique subtopics retrieved at a given rank [27]. Given that a query q has m subtopics, the subtopic recall at rank k is given by the ratio of number of unique subtopics contained by the subset of document up to rank k to the total number of subtopics m.",null,null
28,"Sk  i,1",null,null
29, subtopics(di),null,null
30,"S-recall@k ,",null,null
31,(1),null,null
32,m,null,null
33,-nDCG scores a result set by rewarding newly found subtopics and penalizing redundant subtopics [13]. Computation of the gain vector and a rank discount are key to -nDCG. The gain vector is computed by summing over subtopics appearing in the document at rank i:,null,null
34,m,null,null
35,"G[i] ,"" X(1 - )cj,i-1""",null,null
36,(2),null,null
37,"j,1",null,null
38,"where cj,i is the number of times subtopic j has appeared",null,null
39,in documents up to (and including) rank i.,null,null
40,"The most commonly used discount function is log2(1 + i), although other discount functions are possible. Summing",null,null
41,gains over discounts gives discounted cumulative gain:,null,null
42,k,null,null
43,"X -DCG@k ,",null,null
44,G[i],null,null
45,(3),null,null
46,"i,1 log2(1 + i)",null,null
47,"-DCG must be normalized to compare the scores against various topics. This is done by finding an ""ideal"" ranking that maximizes -DCG, which can be done using a greedy algorithm. The ideal ranking computation is an NPComplete problem [5]. The ratio of -DCG to that ideal gives -nDCG.",null,null
48,"Intent-aware family Agrawal et al. [1] studied the problem of evaluating ambiguous web queries. They proposed evaluating a ranking against each subtopic (or ""intent"") by",null,null
49,414,null,null
50,"any traditional IR measure, and then combining the results based on importance of subtopic. This gave rise to a family of measures that are known as intent-aware. Most traditional measures such as precision@k, average precision (AP), nDCG, etc. can be cast as intent-aware versions; for instance, intent-aware AP would be expressed as:",null,null
51,m,null,null
52,"AP -IA , X P (i|q)APi",null,null
53,(4),null,null
54,"i,1",null,null
55,"where m is the number of intents/subtopics, P (i|q) is the probability that the user is interested in intent i for query q, and APi is average precision computed only with the documents relevant to intent i.",null,null
56,"ERR-IA Expected Reciprocal Rank (ERR) is a measure based on ""diminishing returns"" for relevant documents [10]. According to this measure, the contribution of each document is based on the relevance of documents ranked above it. The discount function is therefore not just dependent on the rank but also on relevance of previously ranked documents.",null,null
57,ERR,null,null
58,",",null,null
59,X,null,null
60,1 i,null,null
61,Ri,null,null
62,i-1,null,null
63,Y(1,null,null
64,-,null,null
65,Rj ),null,null
66,(5),null,null
67,"i,1",null,null
68,"j,1",null,null
69,where Ri is a function of the relevance grade of the document at rank i (typically defined to be (2g - 1)/2gmax). ERR-IA is defined exactly as other intent-aware measures: a weighted average of ERR computed separately for each subtopic/intent [9]. We mention it separately because it has some appealing mathematical properties and it is one of the official measures of the TREC Web track [9].,null,null
70,D-Measure The D and the D# measures described by Sakai et al. [22] aim to combine two properties into a single evaluation measure. The first property is to retrieval documents covering as many intents as possible and second is to rank documents relevant to more popular intents higher than documents relevant to less popular intents.,null,null
71,3. PREFERENCE BASED FRAMEWORK,null,null
72,"The subtopic-based evaluation framework focuses on estimating the effectiveness of a system based on topical and sub-topical relevance. In practice, there may be many other factors such as reading level, presentation, completeness, etc. that influence user preferences for one document over another in the context of novelty and diversity [8]. We could describe the information needs of a user that consists of various details, including specifics of pieces of information the user is interested in, reading level of the user, and so on in a user profile. Then we could view the goal of an evaluation measure as determining how well a ranking of documents satisfies a variety of user profiles.",null,null
73,"In order to understand the concept of user profiles, let us consider an example query from the TREC Web track: air travel information. Table 1 shows the subtopics defined for the Web track's diversity task and provides the information needs of three different possible users for the given query (assuming we restrict ourselves to the TREC paradigm and represent the user's information need using only subtopics). We can think of user A as a first time air traveler looking for information on air travel tips and guidelines, user B as a journalist writing an article on the current quality of air travel and looking for statistics and reports to accomplish",null,null
74,"the task, and user C as an infrequent traveler looking restrictions and rules for check-in and carry-on luggages. Therefore, user A's profile for the above example query consists of subtopics d and e, user B's of c, and user C's of a and b. (In practice, the profiles would typically take into account other factors such as presentation, readability, and other factors as well, but none of this need be made explicit.)",null,null
75,"Even if we restrict ourselves to modeling only subtopics, there are some issues with existing measures based on subtopics:",null,null
76,"(a) subtopic identification is challenging and tricky as it is not easy to enumerate all possible information needs for a given query,",null,null
77,"(b) measures often require many parameters to be set before use,",null,null
78,(c) measures assume subtopics to be independent of each other but in reality this is not true.,null,null
79,"Let us refer to Table 1 to consider these issues. First, given the granularity of these subtopics, it would not be difficult to come up with additional subtopics that are not in the data. Top-ranked results from a major search engine suggest subtopics such as ""Are airports currently experiencing a high level of delays and cancellations?"", ""I am disabled and require special consideration for air travel; help me find tips."", and ""My children are flying alone, I am looking for tips on how to help them feel comfortable and safe."" Are users with these needs going to be satisfied by a system that optimizes for the limited set provided?",null,null
80,"Second, measures like -nDCG and ERR-IA have a substantial number of parameters that must be decided on. Some are explicit, such as  (the penalization for redundancy) [15] or P (i|q) (the probability of an intent/subtopic given a query1). Others are implicit, hidden in plain sight because they have ""standard"" settings: the log discount of nDCG or the grade value Ri of ERR-IA, for instance. Each of these parameters requires some value; it is all too easy to fall back on defaults even when they are not appropriate.",null,null
81,"Third, some subtopics are clearly more related to each other than others (in fact, we used this similarity to create the profiles). Documents that are relevant to subtopic c are highly unlikely to also be relevant to any of the other subtopics, but it is more likely that there are pages relevant to both subtopics a and b.",null,null
82,"In this work, we sidestep these issues by proposing an evaluation framework that simply allows users to express preferences between documents. Their preferences may be based on topical or subtopic relevance, but they may also be based on any other factors that are important to them. Preferences can be obtained over many users to capture the varying importance of topics and factors, and when a sufficiently large set of preferences has been obtained, systems can be evaluated according to how well they satisfy those users. Preference judgments have only scantly been used in IR evaluation, having been introduced by Rorvig [20] but not subject to empirical study until recently [7, 2]. Comparison studies between absolute and preference judgments show that preference judgments can often be made faster than graded judgments, with better agreement between assessors (and more consistency with individual assessors) [7] while making much finer distinctions between documents.",null,null
83,1The original definition of -nDCG has parameters for subtopic weights as well.,null,null
84,415,null,null
85,subtopic a. What restrictions are there for checked baggage during air travel?,null,null
86,user A user B user C ,null,null
87,b. What are the rules for liquids in carry-on luggage?,null,null
88,c. Find sites that collect statistics and reports about airports,null,null
89,d. Find the AAA's website with air travel tips.,null,null
90,e. Find the website at the Transportation Security Administration (TSA)  that offers air travel tips.,null,null
91,Table 1: An example topic (air travel information) along with its subtopics from the TREC Diversity dataset and three possible user profiles indicating the interests of different users.,null,null
92,"Chandar and Carterette [8] introduced a preference-based framework similar to ours, but there exists no evaluation measure that incorporates preference judgments directly for novelty and diversity. Moreover, that work focused only on ranking novel documents, without considering the more general question of diversity--that different users will have different preferences depending on their profile.",null,null
93,3.1 Test Collection,null,null
94,"Chandar and Carterette's preference-based framework is based on so-called levels of preference judgments. We use a similar idea; in this work, a test collection of preferences for novelty and diversity consists of two different types of preference judgments:",null,null
95,"1. simple pairwise preference judgments, in which a user is shown two documents and asked which they prefer.",null,null
96,"2. conditional preference judgments, in which a user is shown three or more documents and asked to express a preference between two of them, supposing they had read the others.",null,null
97,"Simple pairwise preferences produce a relevance ranking: given a pair of documents, assessors select the preferred document based on some criteria. We expect topical relevance to be the primary criteria, although many criteria (such as ease of reading, completeness of information, salience of article, etc.) could factor into an assessor's choice. Since different users may have different needs and different preferences for the same query, pairs can be shown to multiple assessors to get multiple preferences. Over a large space of assessors, we would expect that documents are preferred proportionally according to the relative importance of the subtopics they are relevant to, with various other factors influencing finer-grained orderings.",null,null
98,"Simple pairwise preferences cannot capture novelty; in fact, two identical documents should be equally preferred in all pairs in which they appear and therefore end up tied in the final ordering. Conditional preference judgments attempt to resolve this by asking for a preference for a given pair of document conditional on the information in other documents shown to the assessor at the same time. The assessor is asked to read those documents, then select which of the remaining two they would like to see next.",null,null
99,"Figure 1 illustrates conditional preferences with a triplet of documents: the assessor would read document X, then select which of A or B they would like to see next2 We",null,null
100,2Note that any document may be placed at the top of a triplet; it need not be the most preferred document among the simple pairwise preferences.,null,null
