,sentence,label,data
,,,
0,An Adaptive Evidence Weighting Method for Medical Record Search,null,null
,,,
1,Dongqing Zhu and Ben Carterette,null,null
,,,
2,Department of Computer & Information Sciences University of Delaware,null,null
,,,
3,"Newark, DE, USA 19716",null,null
,,,
4,[zhu | carteret]@cis.udel.edu,null,null
,,,
5,ABSTRACT,null,null
,,,
6,"In this paper, we present a medical record search system which is useful for identifying cohorts required in clinical studies. In particular, we propose a query-adaptive weighting method that can dynamically aggregate and score evidence in multiple medical reports (from different hospital departments or from different tests within the same department) of a patient. Furthermore, we explore several informative features for learning our retrieval model.",null,null
,,,
7,Categories and Subject Descriptors,null,null
,,,
8,H.3.3 [Information Search and Retrieval]: Retrieval models,null,null
,,,
9,Keywords,null,null
,,,
10,medical record search; EMR; information retrieval; cohort identification; language models,null,null
,,,
11,1. INTRODUCTION,null,null
,,,
12,"The rich health information contained in electronic medical records (EMR) is useful for improving quality of care. One important application is to search EMR to identify cohorts for clinical studies, which requires retrieval systems specifically designed with medical domain knowledge.",null,null
,,,
13,"To promote research on medical information retrieval, particularly for EMR retrieval, the Text REtrieval Conference (TREC) organized a Medical Records track in 2011 and 2012 [11, 10]. The task is an ad hoc search task for patient visits based on unstructured text in EMR. One particular problem in EMR search is how to aggregate and score evidence that distributes across multiple documents. This is because a patient can have multiple medical reports generated from several hospital departments or even from different tests within a single department.",Y,null
,,,
14,"In this paper, we propose a novel weighting method that can adaptively weight evidence with respect to different queries. We evaluate our algorithm on TREC test collections. The",Y,null
,,,
15,"cross-validation results show that our weighting method is better than a fixed-weighting method across several evaluation metrics. Though the improvement is not statistically significant, we believe that our method has the potential to be further improved when more test collections are available.",null,null
,,,
16,"Our work makes the following contributions: 1) we propose a novel adaptive weighting method for aggregating and scoring evidence in medical records, 2) we propose and explore several features that are based on semantic similarity between medical concepts for predicting the weights of our adaptive weighting method.",null,null
,,,
17,2. RETRIEVAL TASK AND DATA,null,null
,,,
18,"We use the official test collection of the TREC 2011 & 2012 Medical Records Track [11, 10] for our experiments. The test collection contains 100,866 de-identified medical reports, mainly containing clinical narratives, from the University of Pittsburgh NLP Repository.",null,null
,,,
19,"The retrieval task1 is an ad hoc search task for patient visits. A patient visit to the hospital usually results in multiple medical reports, meaning there is a 1-to-n relationship between visits and reports.",null,null
,,,
20,ID Topic 107 Patients with ductal carcinoma in situ (DCIS) 118 Adults who received a coronary stent during an admission 109 Women with osteopenia 112 Female patients with breast cancer with mastectomies during admission,null,null
,,,
21,Table 1: Example topics of medical records track.,null,null
,,,
22,"NIST released 81 information needs (or ""topics"" in TREC terminology) which were designed to require information mainly from the free-text fields (i.e., topics are not answerable solely by the diagnostic codes). Topics are meant to reflect the types of queries that might be used to identify cohorts for comparative effectiveness research [11]. Table 1 lists several TREC topics as examples. The topic specifies the patient's condition, disease, treatment, etc. Relevance judgments for the topics were also developed by TREC assessors based on the pooled results from TREC participants.",Y,null
,,,
23,"Permission to make digital or hard copies of all or part of this work for personal or classroom use is granted without fee provided that copies are not made or distributed for profit or commercial advantage and that copies bear this notice and the full citation on the first page. Copyrights for components of this work owned by others than ACM must be honored. Abstracting with credit is permitted. To copy otherwise, or republish, to post on servers or to redistribute to lists, requires prior specific permission and/or a fee. Request permissions from permissions@acm.org. SIGIR'13, July 28­August 1, 2013, Dublin, Ireland. Copyright 2013 ACM 978-1-4503-2034-4/13/07 ...$15.00.",null,null
,,,
24,3. ADAPTIVE EVIDENCE AGGREGATION,null,null
,,,
25,"Evidence in a visit can have different forms of distribution. Generally, there are two extreme cases: 1) Strong evidence exists in only one report of the visit; 2) Evidence spreads almost evenly across the majority of reports associated with the visit.",null,null
,,,
26,1 http://www- nlpir.nist.gov/projects/trecmed/2011/tm2011.html,Y,null
,,,
27,1025,null,null
,,,
28,"Report-based Retrieval For the first case, we can estimate the relevance of a visit based on its most relevant report. Thus, we use reports as the initial retrieval units (i.e., building an index for reports and applying the retrieval model to each report), and then transform a report ranking into a visit ranking based on the strongest report-level evidence, which is equivalent to using the following report score merging method for ranking visits:",null,null
,,,
29,"scoreR(V, Q) ,"" MAX(score(R1V , Q), score(R2V , Q), ...), (1)""",null,null
,,,
30,"where RjV is a report associated with visit V based on the report-to-visit mapping, score(RjV , Q) is the relevance score of the report with respect to query Q.",null,null
,,,
31,"Visit-based Retrieval Eq.1 cannot handle case 2 well. For example, if visit V1 has strong evidence in multiple reports and visit V2 has strong evidence in only one report, V1 and V2 will have the same relevance score by using Eq.1. To deal with this problem,",null,null
,,,
32,"we aggregate evidence by merging reports from a single visit field by field into a single visit document V , and then performing retrieval from an index of visits.",null,null
,,,
33,"Like report-based retrieval, this visit-based retrieval has",null,null
,,,
34,"its own disadvantages since it cannot handle case 1 well. For example, if visits V1 and V2 both have strong evidence in only one of their reports but V1 has three times more reports than V2, the strong evidence in V1 will be weakened after merging, resulting in V1 receiving a lower relevance score than V2.",null,null
,,,
