,sentence,label,data
,,,
0,Exploiting Semantics for Improving Clinical Information Retrieval,null,null
,,,
1,"Atanaz Babashzadeh, Jimmy Xiangji Huang, Mariam Daoud",null,null
,,,
2,"Information Retrieval and Knowledge Management Research Lab School of Information Technology York University, Toronto, Canada",null,null
,,,
3,"{atanaz, jhuang, daoud}@yorku.ca",null,null
,,,
4,ABSTRACT,null,null
,,,
5,"Clinical information retrieval (IR) presents several challenges including terminology mismatch and granularity mismatch. One of the main objectives in clinical IR is to fill the semantic gap among the queries and documents and go beyond keywords matching. To address these issues, in this paper we attempt to use semantic information to improve the performance of clinical IR systems by representing queries in an expressive and meaningful context. To model a query context initially we model and develop query domain ontology. The query domain ontology represents concepts closely related with query concepts. Query context represents concepts extracted from query domain ontology and weighted according to their semantic relatedness to query concept(s). The query context is then exploited in query expansion and patients' records re-ranking for improving clinical retrieval performance. We evaluate our approach on the TREC Medical Records dataset. Results show that our proposed approach significantly improves the retrieval performance compare to classic keyword-based IR model.",null,null
,,,
6,Categories and Subject Descriptors,null,null
,,,
7,"H.3.3 [Information search and Retrieval]: Retrieval models, Query formulation",null,null
,,,
8,General Terms,null,null
,,,
9,"Algorithms, Performance, Experimentation",null,null
,,,
10,Keywords,null,null
,,,
11,"Clinical IR, Semantic relatedness, Query context modeling",null,null
,,,
12,1. INTRODUCTION,null,null
,,,
13,"Due to increasing volume of digitalized medical patient records, the need for advanced information retrieval systems increases. Digitalized medical patient records contain valuable information that are usually embedded in medical reports in the form of medical history, allergies, lab results, discharge summaries and progress notes. This makes it difficult for clinicians to rapidly and effectively access the desired records and the need for effective IR system arises.",null,null
,,,
14,One of the main objectives in clinical IR is to fill the semantic gap between the queries and documents and go beyond keywords matching. One of the characteristics of semantic search is,null,null
,,,
15,"Permission to make digital or hard copies of all or part of this work for personal or classroom use is granted without fee provided that copies are not made or distributed for profit or commercial advantage and that copies bear this notice and the full citation on the first page. Copyrights for components of this work owned by others than ACM must be honored. Abstracting with credit is permitted. To copy otherwise, or republish, to post on servers or to redistribute to lists, requires prior specific permission and/or a fee. Request permissions from permissions@acm.org. SIGIR'13, July 28­August 1, 2013, Dublin, Ireland. Copyright © 2013 ACM 978-1-4503-2034-4/13/07...$15.00.",null,null
,,,
16,"conceptual representation rather than simple keywords to enhance the representation of queries and documents. Modeling and developing domain ontologies is a fundamental framework for representing knowledge using a set of concepts and the relationships among the concepts. Medical domain knowledge is developed by several different ontologies including Unified Medical Language System (UMLS). The UMLS Metathesaurus contains millions of biomedical and health related concepts. This thesaurus is classified by concepts and connects each concept to its alternative names and views in other source vocabularies. It also determines appropriate relationships among concepts. The structural framework of UMLS ontologies aids us in categorizing concepts and locating related and similar concepts automatically. Achieving an IR model capable of exploiting semantics requires proper relatedness/similarity measures [6]. Semantic relatedness and semantic similarity in medical domain are useful measures for effective natural language processing, artificial intelligence and IR. Similarity measures determine how similar two concepts are by calculating how close they are in the UMLS semantic network hierarchy. Relatedness measures determine how related two concepts are by using concepts definition information.",null,null
,,,
