,sentence,label,data
0,Short Research Papers 1B: Recommendation and Evaluation,null,null
1,,null,null
2,"SIGIR '19, July 21­25, 2019, Paris, France",null,null
3,,null,null
4,Unbiased Low-Variance Estimators for Precision and Related Information Retrieval Effectiveness Measures,null,null
5,,null,null
6,Gordon V. Cormack,null,null
7,University of Waterloo,null,null
8,ABSTRACT,null,null
9,"This work describes an estimator from which unbiased measurements of precision, rank-biased precision, and cumulative gain may be derived from a uniform or non-uniform sample of relevance assessments. Adversarial testing supports the theory that our estimator yields unbiased low-variance measurements from sparse samples, even when used to measure results that are qualitatively different from those returned by known information retrieval methods. Our results suggest that test collections using sampling to select documents for relevance assessment yield more accurate measurements than test collections using pooling, especially for the results of retrieval methods not contributing to the pool.",null,null
10,ACM Reference Format: Gordon V. Cormack and Maura R. Grossman. 2019. Unbiased Low-Variance Estimators for Precision and Related Information Retrieval Effectiveness Measures. In Proceedings of the 42nd International ACM SIGIR Conference on Research and Development in Information Retrieval,null,null
11,1 INTRODUCTION,null,null
12,The thesis of this work is that information retrieval,null,null
13,When used to estimate mean P@k,null,null
14,"dyn is a Horvitz-Thompson estimator [3] for the difference between the true value of P@k and a learned prior estimate. In the special case where the prior estimate is fixed at 0, dyn P@k is equivalent to stat P@k, which is also unbiased but, according to the theory underlying this work, higher variance.",null,null
15,1See open source dyn_eval implementation at cormack.uwaterloo.ca/sample.,null,null
16,"Permission to make digital or hard copies of part or all of this work for personal or classroom use is granted without fee provided that copies are not made or distributed for profit or commercial advantage and that copies bear this notice and the full citation on the first page. Copyrights for third-party components of this work must be honored. For all other uses, contact the owner/author(s). SIGIR '19, July 21­25, 2019, Paris, France © 2019 Copyright held by the owner/author(s). ACM ISBN 978-1-4503-6172-9/19/07. https://doi.org/10.1145/3331184.3331355",null,null
17,,null,null
18,Maura R. Grossman,null,null
19,University of Waterloo,null,null
20,,null,null
21,"inf P@k and xinf P@k, in contrast, compute a separate esti-",null,null
22,,null,null
23,"mate for each stratum of sampled assessments. However, no such",null,null
24,,null,null
25,estimate is possible whenever a retrieval result to be measured,null,null
26,,null,null
27,contains none of the assessed documents from a particular stratum.,null,null
28,,null,null
29,"To resolve this singularity, inf uses Lindstone smoothing, which",null,null
30,,null,null
31,effectively substitutes a default constant value c when the estimate,null,null
32,,null,null
33,would otherwise be 0 . The published descriptions of inf and xinf,null,null
34,0,null,null
35,,null,null
36,use c = 1 ; the reference implementation used for this study uses,null,null
37,2,null,null
38,,null,null
39,c,null,null
40,,null,null
41,=,null,null
42,,null,null
43,1 3,null,null
44,,null,null
45,.,null,null
46,,null,null
47,The,null,null
48,,null,null
49,net,null,null
50,,null,null
51,effect,null,null
52,,null,null
53,is,null,null
54,,null,null
55,that,null,null
56,,null,null
57,inf,null,null
58,,null,null
59,measurements are biased toward,null,null
60,,null,null
61,"the value c, with small values of P@k being overestimated, and",null,null
62,,null,null
63,large values underestimated.,null,null
64,,null,null
65,The theory that an estimator is unbiased may be falsified by iden-,null,null
66,,null,null
67,"tifying any possible combination of topics, documents, relevance",null,null
68,,null,null
