,sentence,label,data
,,,
0,Short Research Papers 3B: Recommendation and Evaluation,null,null
,,,
1,,null,null
,,,
2,"SIGIR '19, July 21­25, 2019, Paris, France",null,null
,,,
3,,null,null
,,,
4,Dynamic Sampling Meets Pooling,null,null
,,,
5,,null,null
,,,
6,"Gordon V. Cormack, Haotian Zhang, Nimesh Ghelani, Mustafa Abualsaud, Mark D. Smucker, Maura R. Grossman, Shahin Rahbariasl, and Amira Ghenai",null,null
,,,
7,"University of Waterloo, Ontario, Canada",null,null
,,,
8,,null,null
,,,
9,ABSTRACT,null,null
,,,
10,A team of six assessors used Dynamic Sampling,null,null
,,,
11,"ACM Reference Format: Gordon V. Cormack, Haotian Zhang, Nimesh Ghelani, Mustafa Abualsaud, Mark D. Smucker, Maura R. Grossman, Shahin Rahbariasl, and Amira Ghenai. 2019. Dynamic Sampling Meets Pooling. In Proceedings of the 42nd International ACM SIGIR Conference on Research and Development in Information Retrieval",null,null
,,,
12,1 INTRODUCTION,null,null
,,,
13,This work evaluates the first in situ application of Dynamic Sampling,null,null
,,,
14,"In preparation for the TREC 2018 Common Core Track [2], we built a test collection by employing a combination of Continuous Active Learning",Y,TREC
,,,
15,"Permission to make digital or hard copies of part or all of this work for personal or classroom use is granted without fee provided that copies are not made or distributed for profit or commercial advantage and that copies bear this notice and the full citation on the first page. Copyrights for third-party components of this work must be honored. For all other uses, contact the owner/author(s). SIGIR '19, July 21­25, 2019, Paris, France © 2019 Copyright held by the owner/author(s). ACM ISBN 978-1-4503-6172-9/19/07. https://doi.org/10.1145/3331184.3331354",null,null
,,,
16,,null,null
,,,
17,"again assessed, along with 8,902 documents identified by depth-10 pooling, and 1,010 identified by move-to-front",null,null
,,,
18,"A primary concern was the speed with which we could render the assessments necessary to form a viable test collection, so as to conform to our particular resource constraints, as well as those of anyone else who might wish to employ our method. After an exploratory phase in which one author used a rudimentary CAL tool and search engine to find as many relevant documents as possible in about 13 minutes per topic, a separate team of five of the authors spent about 45 minutes per topic using HiCAL 1 [1, 12], which we adapted for this purpose, to conduct further searches and to draw a dynamic stratified sample of 300 additional documents per topic for assessment. In total, about 50 person-hours",null,null
,,,
19,"To evaluate the outcome of our DS effort, we consider the following five questions:",null,null
,,,
20,"· How nearly all of the relevant documents were included in the universe of documents identified using DS, from which the sample was drawn?",null,null
,,,
21,"· What is the accuracy of MAP estimates derived from the sample, measured by the average difference",null,null
,,,
22,"· What is the accuracy with which systems are ranked according to MAP estimates, measured by the rank correlation",null,null
,,,
23,· How do these outcomes compare to the NIST depth-10 and MTF pooling efforts?,null,null
,,,
24,"· How might our or NIST's efforts have yielded better outcomes, with a different allocation of assessment effort?",null,null
,,,
25,"Overall, our results indicate that assessment budgets would be better spent if allocated to DS rather than to pooling.",null,null
,,,
26,2 SPEEDY ASSESSMENT,null,null
,,,
27,"In the first of three distinct assessment phases, one of the authors used CAL, as implemented in the TREC 2015 Total Recall Track Baseline Implementation",Y,TREC
,,,
28,1See https://github.com/hical. 2See http://cormack.uwaterloo.ca/trecvm/. 3See http://stefan.buettcher.org/cs/wumpus/index.html.,null,null
,,,
29,,null,null
,,,
30,1217,null,null
,,,
31,,null,null
,,,
32,Short Research Papers 3B: Recommendation and Evaluation,null,null
,,,
33,,null,null
,,,
34,"SIGIR '19, July 21­25, 2019, Paris, France",null,null
,,,
35,,null,null
,,,
36,Method: DS NIST Depth-10 Depth-10 + MTF,null,null
,,,
37,,null,null
,,,
38,Avg. Coverage: 0.88 0.82 0.47,null,null
,,,
39,,null,null
,,,
40,0.49,null,null
,,,
41,,null,null
,,,
42,Min. Coverage: 0.58 0.48 0.11,null,null
,,,
43,,null,null
,,,
44,0.13,null,null
,,,
45,,null,null
,,,
46,Max. Coverage: 1.00 1.00 1.00,null,null
,,,
47,,null,null
,,,
48,1,null,null
,,,
49,,null,null
,,,
50,Table 1: Coverage of document-selection methods.,null,null
,,,
51,,null,null
,,,
52,documents for 20 topics. Phase 1 consumed a total of 11.1 hours,null,null
,,,
53,"The second and third phases were conducted by a team of five different authors, who used the HiCAL system to render assessments for 10 topics each. Phase 2 involved the use of HiCAL's search and full-document-display mode to find more documents relevant to the 20 topics for which the first phase had found fewer than 10. Phase 2 was allocated 30 minutes of assessment time for each of these 20 topics",null,null
,,,
54,"Phase 3 involved the use of HiCAL's CAL and paragraph-onlydisplay mode to present paragraphs, excerpted from potentially relevant documents, for assessment. HiCAL was modified to present excerpts from only a sample of documents, selected using DS with strategy D25 [3]",null,null
,,,
55,3 COVERAGE,null,null
,,,
56,"We define coverage to be the fraction of all relevant documents in the DS universe. In other words, coverage is the recall of the DS effort, before sampling and before relevance assessment. In order to estimate coverage of our assessment strategy compared to others, it is necessary to estimate the number of relevant documents for each topic. To this end, DS provides an unbiased statistical estimate of the number of relevant documents in the universe it identifies as the sample space from which its sample is drawn. Here, the size of the universe was 39,214 documents, from which a sample of 19,161 was drawn. Pooling and MTF independently identified 1,305 documents--of which 503 were relevant--from the DS universe, which were counted directly and removed from the sample space. Pooling and MTF identified 404 additional relevant documents outside the universe. Overall, our best estimate indicates that there are 5,457 relevant documents in the corpus.",null,null
,,,
57,"Table 1 shows the average, minimum, and maximum coverage over 50 topics achieved by the construction methods under consideration. The DS universe covers 88% of all relevant documents, on average, and 58%, in the worst case, for this collection. The NIST qrels have lower coverage because, although they include more assessments, they do not constitute a statistical sample and cannot be extrapolated to a larger population. The depth-10 pool, whether augmented or not by MTF, has substantially inferior recall.",null,null
,,,
58,"4Due to a system misconfiguration, assessors spent several additional minutes in a false start for phase 3, the results of which were discarded.",null,null
,,,
59,,null,null
,,,
60,4 ACCURACY,null,null
,,,
61,,null,null
,,,
62,Figure 1 shows scatterplots and summary statistics comparing the MAP estimates afforded by DS using the xinfAP estimator5 [11],null,null
,,,
63,,null,null
,,,
64,"to the official TREC results, for each of the runs submitted to the",null,null
,,,
65,,null,null
,,,
66,"TREC 2018 Common Core Track. Points denoted ""M"" represent",null,null
,,,
67,,null,null
,,,
68,"so-called manual runs; points denoted ""R"" indicate runs that relied",null,null
,,,
69,,null,null
,,,
70,on legacy relevance assessments for the same topics but a different,null,null
,,,
71,,null,null
,,,
72,"corpus; points denoted "" "" indicate fully automatic runs. We see",null,null
,,,
73,,null,null
,,,
74,that our DS assessments yield low bias6,null,null
,,,
75,,null,null
,,,
76,(RMSE,null,null
,,,
77,,null,null
,,,
78,=,null,null
,,,
79,,null,null
,,,
80,"0.02),",null,null
,,,
81,,null,null
,,,
82,with,null,null
,,,
83,,null,null
,,,
84,negligible,null,null
,,,
85,,null,null
,,,
86,variance,null,null
,,,
87,,null,null
,,,
88,( 2,null,null
,,,
89,,null,null
,,,
90,=,null,null
,,,
91,,null,null
,,,
92,2,null,null
,,,
93,b,null,null
,,,
94,,null,null
,,,
95,-,null,null
,,,
96,,null,null
,,,
97,RMSE2,null,null
,,,
98,,null,null
,,,
99,,null,null
,,,
100,,null,null
,,,
101,0).,null,null
,,,
102,,null,null
,,,
103,= 0.88 and AP = 0.83 correlation scores [10] are typical of those,null,null
,,,
104,,null,null
,,,
105,arising from inter-assessor disagreement.,null,null
,,,
106,,null,null
,,,
107,The top right panel shows the result of substituting NIST as-,null,null
,,,
108,,null,null
,,,
109,"sessments in place of our own, to eliminate inter-assessor disagreement.  = 0.95 and AP = 0.92 are substantially higher, while bias essentially vanishes, exposing a small variance as evidenced by RMSE = 0.01.",null,null
,,,
110,,null,null
,,,
111,"The bottom two panels show results for depth-10 pooling, and",null,null
,,,
112,,null,null
,,,
113,depth-10 pooling augmented by MTF. Rank correlations are slightly,null,null
,,,
114,,null,null
,,,
115,"lower, while bias and error are substantially higher.",null,null
,,,
116,,null,null
,,,
117,5 STATISTICAL GROUND TRUTH,null,null
,,,
118,The method we employed to estimate coverage,null,null
,,,
119,"We can evaluate the extent to which the statistical and official ground truths agree. The left panel of Figure 2 shows strong but imperfect agreement. The right panel of Figure 2 and the top-right panel of Figure 1, evaluate accuracy of the same NIST-assessed DS sample, according to the statistical and official ground truth, respectively. The statistical ground truth indicates much higher accuracy. If the statistical ground truth is indeed the gold standard, this result suggests that the dynamic sample alone--without any documents discovered by pooling or MTF--may also yield ground truth more accurate than the official ground truth.",null,null
,,,
120,,null,null
,,,
121,6 INCREASING COVERAGE,null,null
,,,
122,"We used a fixed budget of 300 assessments for the third phase of our assessments, which had previously been shown to achieve good results for the D25 sampling strategy [3]",null,null
,,,
123,"Figure 3 shows coverage for each of the 50 topics, as well as the average, as a function of the total number of assessments for the three phases. We see that the slope for most of the curves is near-zero when the budget is exhausted. But for several of the topics--notably those with coverage of less than about 80%--the slope is noticeably positive, indicating that, had the budget been extended",null,null
,,,
124,5,null,null
,,,
125,trec.nist.gov/data/clinical/sample_eval.pl 6The arithmetic mean of error.,null,null
,,,
126,,null,null
,,,
127,1218,null,null
,,,
128,,null,null
,,,
129,Short Research Papers 3B: Recommendation and Evaluation,null,null
,,,
130,,null,null
,,,
131,"SIGIR '19, July 21­25, 2019, Paris, France",null,null
,,,
132,,null,null
,,,
133,0.5,null,null
,,,
134,,null,null
,,,
135,0.5,null,null
,,,
136,,null,null
,,,
137,q Automatic R Feedback M Manual,null,null
,,,
138,,null,null
,,,
139,q Automatic R Feedback M Manual,null,null
,,,
140,,null,null
,,,
141,0.4,null,null
,,,
142,,null,null
,,,
143,"infAP as per DS irels, NIST assessments",null,null
,,,
144,,null,null
,,,
145,0.4,null,null
,,,
146,,null,null
,,,
147,infAP as per DS irels and assessments,null,null
,,,
148,,null,null
,,,
149,0.3,null,null
,,,
150,,null,null
,,,
151,0.2,null,null
,,,
152,,null,null
,,,
153,Tau = 0.88 Tau AP = 0.83 RMSE = 0.02 Bias = -0.02,null,null
,,,
154,,null,null
,,,
155,MM,null,null
,,,
156,,null,null
,,,
157,q,null,null
,,,
158,,null,null
,,,
159,RMRRRRRRRRRR,null,null
,,,
160,,null,null
,,,
161,q q q,null,null
,,,
162,,null,null
,,,
163,q RqqRqqqRqRRRRRqqRRqqq q qRqRqRRRR R,null,null
,,,
164,,null,null
,,,
165,q R,null,null
,,,
166,,null,null
,,,
167,R,null,null
,,,
168,,null,null
,,,
169,qq,null,null
,,,
170,,null,null
,,,
171,qqq,null,null
,,,
172,,null,null
,,,
173,0.1,null,null
,,,
174,,null,null
,,,
