,sentence,label,data
,,,
0,Short Research Papers 2C: Search,null,null
,,,
1,,null,null
,,,
2,"SIGIR '19, July 21­25, 2019, Paris, France",null,null
,,,
3,,null,null
,,,
4,The Impact of Score Ties on Repeatability in Document Ranking,null,null
,,,
5,,null,null
,,,
6,Jimmy Lin1 and Peilin Yang,null,null
,,,
7,"1 David R. Cheriton School of Computer Science, University of Waterloo jimmylin@uwaterloo.ca",null,null
,,,
8,,null,null
,,,
9,ABSTRACT,null,null
,,,
10,"Document ranking experiments should be repeatable. However, the interaction between multi-threaded indexing and score ties during retrieval may yield non-deterministic rankings, making repeatability not as trivial as one might imagine. In the context of the open-source Lucene search engine, score ties are broken by internal document ids, which are assigned at index time. Due to multi-threaded indexing, which makes experimentation with large modern document collections practical, internal document ids are not assigned consistently between different index instances of the same collection, and thus score ties are broken unpredictably. This short paper examines the effectiveness impact of such score ties, quantifying the variability that can be attributed to this phenomenon. The obvious solution to this non-determinism and to ensure repeatable document ranking is to break score ties using external collection document ids. This approach, however, comes with measurable efficiency costs due to the necessity of consulting external identifiers during query evaluation.",null,null
,,,
11,ACM Reference Format: Jimmy Lin and Peilin Yang. 2019. The Impact of Score Ties on Repeatability in Document Ranking. In 42nd Int'l ACM SIGIR Conference on Research and Development in Information Retrieval,null,null
,,,
12,1 INTRODUCTION,null,null
,,,
13,"It should generate no controversy to assert that repeatability of document ranking experiments in information retrieval research is a desirable property. To be precise, running the same ranking model over the same document collection with the same queries should yield the same output every time. Yet, this simple property is not trivial to achieve in modern retrieval engines that take advantage of multi-threaded indexing. In this paper, we explore corner cases that yield non-repeatable rankings: observed non-determinism is attributable to score ties, or documents in the collection that receive the same score with respect to a particular ranking model.",null,null
,,,
14,"Anserini, an open-source information retrieval toolkit built on Lucene [10, 11], provides the context for our study. The system evolved from previous IR reproducibility experiments [2, 5] where",null,null
,,,
15,"Permission to make digital or hard copies of all or part of this work for personal or classroom use is granted without fee provided that copies are not made or distributed for profit or commercial advantage and that copies bear this notice and the full citation on the first page. Copyrights for components of this work owned by others than the author(s) must be honored. Abstracting with credit is permitted. To copy otherwise, or republish, to post on servers or to redistribute to lists, requires prior specific permission and/or a fee. Request permissions from permissions@acm.org. SIGIR '19, July 21­25, 2019, Paris, France © 2019 Copyright held by the owner/author(s). Publication rights licensed to ACM. ACM ISBN 978-1-4503-6172-9/19/07. . . $15.00 https://doi.org/10.1145/3331184.3331339",null,null
,,,
16,,null,null
,,,
17,"Lucene exhibited a good balance between efficiency and effectiveness compared to other open-source search engines. A large user and developer base, numerous commercial deployments at scale, as well as a vibrant ecosystem provide additional compelling arguments for building an IR research toolkit on top of Lucene.",null,null
,,,
18,"The multi-threaded indexer that Anserini implements on top of Lucene is able to rapidly index large modern document collections-- for example, building a simple non-positional index on the popular ClueWeb small collections each takes around an hour on a typical server [11]. A consequence of the multi-threaded design is that documents are inserted into the index in a non-deterministic order, which means that different index instances over the same collection may be substantively different. This has implications for documents that receive the same score at retrieval time--by default, the Lucene query evaluation algorithm breaks ties by an internal document id, which is assigned based on document insertion order. Since these internal document ids are not stable across different index instances, document ranking experiments may not be repeatable.",Y,ClueWeb
,,,
19,"Is this a big deal? We argue yes, from a number of perspectives. While arbitrary tie-breaking behavior has a relatively small impact on simple ""bag of words"" queries",null,null
,,,
20,The goal of this paper and our contribution is a detailed study of the impact of score ties from the perspective of repeatability across a number of different test collections for a specific search engine. We empirically characterize differences in effectiveness that can be attributed to arbitrary interleaving of documents ingested during multi-threaded indexing. The solution to repeatable document ranking is fairly obvious: ties should be broken deterministically by external collection document ids,null,null
,,,
21,2 EXPERIMENTAL DESIGN,null,null
,,,
22,"All experiments in this paper were conducted with Anserini v0.1.0, which is based on Lucene 6.3.0; all code necessary to replicate our experiments are available on GitHub at http://anserini.io/.",null,null
,,,
23,,null,null
,,,
24,1125,null,null
,,,
25,,null,null
,,,
26,Short Research Papers 2C: Search,null,null
,,,
27,,null,null
,,,
28,"SIGIR '19, July 21­25, 2019, Paris, France",null,null
,,,
29,,null,null
,,,
30,"To examine the impact of score ties across a diverse range of document types, we considered three newswire collections, two tweet collections, and two web collections:",null,null
,,,
31,"· TREC 2004 Robust Track, on TREC Disks 4 & 5. · TREC 2005 Robust Track, on the AQUAINT Corpus. · TREC 2017 Common Core Track, on the New York Times Anno-",Y,TREC
,,,
32,tated Corpus. · TREC 2011/2012 Microblog Tracks,Y,TREC
,,,
33,tion) and TREC 2013/2014 Microblog Tracks,Y,TREC
,,,
34,"For each document collection, we used Anserini to build five separate indexes from scratch. For each index, we performed a retrieval run using topics from the corresponding test collections. In each of these runs, Anserini used Lucene's default tie-breaking technique based on arbitrarily-assigned internal document ids--which as we have noted above, is not consistent between index instances due to multi-threading. Differences in effectiveness between these runs quantify the impact of score ties.",null,null
,,,
35,"In Anserini, we have modified the query evaluation algorithm to use the external collection id to break score ties, which means that retrieval results are repeatable across different index instances. This is accomplished via the Sort abstraction in Lucene, which allows the developer to specify how ranked lists are sorted. Naturally, the default is by the score produced by the ranking model. For newswire and web collections, we added lexicographic sort order of collection document ids as the tie breaker. For tweets, ties are broken by reverse chronological order",null,null
,,,
36,"With the exception of tweet collections, we considered the following ranking models: BM25 and query likelihood, and the RM3 query expansion technique applied to both. For tweet collections, we only considered query likelihood since BM25 is known not to be effective. In Anserini, RM3 is implemented as a two-stage process: a relevance model is estimated from documents in an initial ranked list, which then forms an expanded query that retrieves the final results. Thus, there are two source of variability due to score ties--when applying a rank cutoff in the initial retrieval as well as the final ranking.",null,null
,,,
37,"All runs retrieved up to 1000 hits and were evaluated in terms of standard retrieval metrics: for newswire and tweet collections, we computed average precision",null,null
,,,
38,,null,null
,,,
39,3 RESULTS,null,null
,,,
