,sentence,label,data
,,,
0,A Content based Approach for Discovering Missing Anchor Text for Web Search,null,null
,,,
1,Xing Yi and James Allan,null,null
,,,
2,Center for Intelligent Information Retrieval Computer Science Department,null,null
,,,
3,"University of Massachusetts, Amherst, MA, USA",null,null
,,,
4,"{yixing,allan}@cs.umass.edu",null,null
,,,
5,ABSTRACT,null,null
,,,
6,"Although anchor text provides very useful information for web search, a large portion of web pages have few or no incoming hyperlinks (anchors), which is known as the anchor text sparsity problem. In this paper, we propose a language modeling based technique for overcoming anchor text sparsity by discovering a web page's plausible missing anchor text from its similar web pages' in-link anchor text. We design experiments with two publicly available TREC web corpora (GOV2 and ClueWeb09) to evaluate different approaches for discovering missing anchor text. Experimental results show that our approach can effectively discover plausible missing anchor terms. We then use the web named page finding task in the TREC Terabyte track to explore the utility of missing anchor text information discovered by our approach for helping retrieval. Experimental results show that our approach can statistically significantly improve retrieval performance, compared with several approaches that only use anchor text aggregated over the web graph.",null,null
,,,
7,"Categories and Subject Descriptors: H.3.3 [Information Storage and Retrieval]: Information Search and Retrieval­Search process,Retrieval models;H.3.5 [Information Storage and Retrieval]:Online Information Services­ Web-based services",null,null
,,,
8,"General Terms: Algorithms, Experimentation",null,null
,,,
9,"Keywords: anchor text, anchor text sparsity, language models, relevance models, content similarity, web search",null,null
,,,
10,1. INTRODUCTION,null,null
,,,
11,"There are rich dynamic human generated hyperlink structures on the web. Most web pages contain some hyperlinks, referred to as anchors, that point to other pages. Each anchor consists of a destination URL and a short piece of text, which is called anchor text. Anchors play an important role in helping web users conveniently navigate to their interested web information. Although some anchor text only functions as a navigational shortcut which does not have direct semantic relation to the destination URL (e.g.,""click",null,null
,,,
