,sentence,label,data
0,Many are Better Than One: Improving Multi-Document Summarization via Weighted Consensus,null,null
1,Dingding Wang Tao Li,null,null
2,School of Computer Science Florida International University,null,null
3,"Miami, FL 33199",null,null
4,"{dwang003,taoli}@cs.fiu.edu",null,null
5,ABSTRACT,null,null
6,"Given a collection of documents, various multi-document summarization methods have been proposed to generate a short summary. However, few studies have been reported on aggregating different summarization methods to possibly generate better summarization results. We propose a weighted consensus summarization method to combine the results from single summarization systems. Experimental results on DUC2004 data sets demonstrate the performance improvement by aggregating multiple summarization systems, and our proposed weighted consensus summarization method outperforms other combination methods.",null,null
7,Categories and Subject Descriptors: H.3.3 [Information Storage and Retrieval]: Information Search and Retrieval.,null,null
8,"General Terms: Algorithms, Experimentation.",null,null
9,"Keywords: Weighted consensus, summarization.",null,null
10,1. INTRODUCTION,null,null
11,"Various multi-document summarization methods base on different strategies and usually produce diverse outputs. A natural question arises: can we perform ensemble or consensus summarization by combining different summarization methods to improve summarization performance? In general, the terms of ""consensus methods"" or ""ensemble methods"" are commonly reserved for the aggregation of a number of different (input) systems. Previous research has shown that ensemble methods, by combining multiple input systems, are a popular way to overcome instability and increase performance in many machine learning tasks, such as classification, clustering and ranking. The success of ensemble methods in other learning tasks provides the main motivation for applying ensemble methods in summarization. To the best of our knowledge, so far there are only limited attempts on using ensemble methods in multi-document summarization.",null,null
12,"As a good ensemble requires the diversity of the individual members, here we study several widely used multi-document summarization systems based on a variety of strategies, and evaluate different baseline combination methods for obtaining a consensus summarizer to improve the summarization performance. Motivated from [5], we also propose a novel weighted consensus scheme to aggregate the results from",null,null
13,"Copyright is held by the author/owner(s). SIGIR'10, July 19­23, 2010, Geneva, Switzerland. ACM 978-1-60558-896-4/10/07.",null,null
14,"individual summarization methods, in which, the relative contribution of an individual summarizer to the consensus is determined by its agreement with other members of the summarization systems. Note that usually a high degree of agreements does not automatically imply the correctness since the systems could agree on a faulty answer. However, each of the summarization systems has shown its effectiveness individually, so the agreement measure can be used in the consensus summarization.",null,null
15,2. WEIGHTED CONSENSUS SUMMARIZATION (WCS),null,null
16,2.1 Notations,null,null
17,"Suppose there are K single summarization methods, each of which produces a ranking for the sentences containing in the document collection. Then we have K ranking lists {r1, r2, · · · , rK} and ri  RN , i ,"" 1, · · · , K, where N is the total number of sentences in the documents. The task is to find a weighted consensus ranking of the sentences r with a set of weights {w1, w2, · · · , wK } assigning to each of the individual summarization methods.""",null,null
18,2.2 Formulation,null,null
19,"Our goal is to minimize the weighted distance between r and all the ri. Let w ,"" [w1, w2, . . . , wK ]T  RK . The problem can be formulated as follows.""",null,null
20,arg min,null,null
21,w,null,null
22,s.t.,null,null
23,K,null,null
24,(1 - ) wi r - ri 2 +  w 2,null,null
25,"i,1",null,null
26,K,null,null
27,"wi ,"" 1; wi  0 i,""",null,null
28,"i,1",null,null
29,where 0    1 is the regularization parameter which spec-,null,null
30,ifies the tradeoff between the minimization of the weighted,null,null
31,"distance and the smoothness enforced by w. In experiments,",null,null
32," is set to 0.3 empirically. For simplicity, we use Euclidean",null,null
33,distance to measure the discordance of the consensus rank-,null,null
34,ing r and each of individual sentence rankings ri.,null,null
35,We,null,null
36,initialize,null,null
37,wi,null,null
38,",",null,null
39,1 K,null,null
40,",",null,null
41,and,null,null
42,this,null,null
43,optimization,null,null
44,problem,null,null
45,can,null,null
46,be solved by iterating the following two steps:,null,null
47,Step 1: Solve for r while fixing w. The optimal solution,null,null
48,is,null,null
49,"the weighted average r , Step 2: Solve for w while",null,null
50,i wi fixing,null,null
51,ri. r,null,null
52,.,null,null
53,Let,null,null
54,"d ,"" [ r - r1 2, r - r2 2, · · · , r - rK 2]  RK .""",null,null
55,809,null,null
56,Note that,null,null
57,K,null,null
58,"(1 - ) wi r - ri 2 +  w 2 , (1 - )d w + w w",null,null
59,"i,1",null,null
60,",",null,null
61,w-,null,null
62,-1 2 d,null,null
63,2-,null,null
