,sentence,label,data
0,Learning to Select Rankers,null,null
1,Niranjan Balasubramanian and James Allan,null,null
2,"Department of Computer Science University of Massachusetts Amherst 140 Governors Drive, Amherst, MA 01003, USA",null,null
3,"niranjan@cs.umass.edu, allan@cs.umass.edu",null,null
4,ABSTRACT,null,null
5,"Combining evidence from multiple retrieval models has been widely studied in the context of of distributed search, metasearch and rank fusion. Much of the prior work has focused on combining retrieval scores (or the rankings) assigned by different retrieval models or ranking algorithms. In this work, we focus on the problem of choosing between retrieval models using performance estimation. We propose modeling the differences in retrieval performance directly by using rank-time features ­ features that are available to the ranking algorithms ­ and the retrieval scores assigned by the ranking algorithms. Our experimental results show that when choosing between two rankers, our approach yields significant improvements over the best individual ranker.",null,null
6,Categories and Subject Descriptors: H.3 [Information Storage and Retrieval]: Information Search and Retrieval,null,null
7,"General Terms: Algorithms, Experimentation, Theory",null,null
8,"Keywords: Combining Searches, Learning to Rank, Metasearch",null,null
9,1. INTRODUCTION,null,null
10,"Combining evidence from multiple sources has been studied in various contexts [2, 1, 4, 6]. The basic premise for combining evidence from multiple retrieval models is that there is no single model that performs the best on all queries. Several rank fusion [7] and rank aggregation [4] approaches have been proposed to re-rank documents based on retrieval scores (or rankings) obtained from individual rankers. However, most of these approaches either learn a fixed (query independent) set of weights that are used to combine document scores or utilize a voting scheme for combining the rankings.",null,null
11,"Instead of learning to combine document scores in a query dependent manner, we consider the problem of selecting a ranker for a given query. We propose a simple framework that directly predicts the differences in effectiveness between the results of different retrieval models. In particular, we consider the web-search scenario, where a large number of features are often combined using sophisticated learning to rank algorithms (rankers). For the sake of simplicity, we assume that we have access to two different rankers that operate on the same set of features. We formally define the ranker selection problem as follows:",null,null
12,"Problem Definition. Given two rankers, Ra and Rb, we choose one ranker to be the baseline ranker (say Rb) ­ either arbitrarily, or based on the prior knowledge about the average performance of the",null,null
13,"Copyright is held by the author/owner(s). SIGIR'10, July 19­23, 2010, Geneva, Switzerland. ACM 978-1-60558-896-4/10/07.",null,null
14,"rankers. Then, for each query, the selection problem is to determine whether to use the baseline ranker Rb or the alternate ranker Ra.",null,null
15,This problem definition and the selection framework that we propose can be extended to the scenario where we have access to multiple alternate rankers.,null,null
16,"Ranker Selection Framework. We propose a simple framework for directly predicting the difference between the performance of two rankers(Rb and Ra) in terms of average precision (AP). We use the retrieval scores and the features of the top ranked documents (referred as retrieval features henceforth) to train a regressor. In addition to being closely related to the performance of the rankers, these features are also easy to compute, compared to typical performance prediction measures such as Clarity [3].",null,null
17,"As shown in Figure 1, for a given test query, we first rank documents using both rankers. Then, for each ranked list, we compute mean and variance of the scores and the standard deviation of the retrieval features to generate aggregate feature vectors. The difference between the two aggregate vectors is input to the regressor which predicts the difference in effectiveness (AP(Ra) - AP(Rb)). If the predicted difference is positive, then we select the alternate ranker, otherwise, we use the baseline ranker.",null,null
18,Ra DDocoucRmuemesnuetlntst,null,null
19,Rb DDocoucRmuemesnuetlntst,null,null
20,"Doc 1 f1,f2,...,fn",null,null
21,...,null,null
22,Score 1 ...,null,null
23,"Doc k f1,f2,...,fn",null,null
24,Score k,null,null
25,"Doc 1 f1,f2,...,fn",null,null
26,...,null,null
27,Score 1 ...,null,null
28,"Doc k f1,f2,...,fn",null,null
29,Score k,null,null
30,Aggregator Aggregator,null,null
31,Ra Features,null,null
32,"a11,a12,...,a1n ...",null,null
33,"al1,al2,...,aln",null,null
34,Ra Features,null,null
35,"b11,b12,...,b1n ...",null,null
36,"bl1,bl2,...,bln",null,null
37,Regressor,null,null
38,AP(Ra) >,null,null
39,AP(Rb) ?,null,null
40,Figure 1: Ranker Selection Process,null,null
41,2. EXPERIMENTS,null,null
