,sentence,label,data
,,,
0,Mining Adjacent Markets from a Large-scale Ads Video Collection for Image Advertising,null,null
,,,
1,Guwen Feng,null,null
,,,
2,"Nanjing University Nanjing, Jiangsu, P.R.China",null,null
,,,
3,linvondepp@gmail.com,null,null
,,,
4,"Xin-Jing Wang, Lei Zhang, Wei-Ying Ma",null,null
,,,
5,"Microsoft Research Asia Beijing, P.R.China",null,null
,,,
6,"{xjwang,leizhang,wyma}@microsoft.com",null,null
,,,
7,ABSTRACT,null,null
,,,
8,"The research on image advertising is still in its infancy. Most previous approaches suggest ads by directly matching an ad to a query image, which lacks the power to identify ads from adjacent market. In this paper, we tackle the problem by mining knowledge on adjacent markets from ads videos with a novel Multi-Modal Dirichlet Process Mixture Sets model, which is a unified model of (video frames) clustering and (ads) ranking. Our approach is not only capable of discovering relevant ads (e.g. car ads for a query car image), but also suggesting ads from adjacent markets (e.g. tyre ads). Experimental results show that our proposed approach is fairly effective.",null,null
,,,
9,Categories and Subject Descriptors,null,null
,,,
10,I.5.4 [Pattern Recognition]: Applications ­ computer vision. G.3 [Probability and Statistics]: Nonparametric statistics.,null,null
,,,
11,General Terms,null,null
,,,
12,"Algorithms, Performance.",null,null
,,,
13,Keywords,null,null
,,,
14,"Image advertising, adjacent marketing, video retrieval.",null,null
,,,
15,1. INTRODUCTION,null,null
,,,
16,"Though image has become an important media in the Web, how to monetize web images is a seldom touched problem. Few research works have been published in the literature. Among them, most of the works suggest directly mapping an ad to an image [2]. They suffer from the vocabulary impedance problem so that if a term does not appear in both an image and an ad' features, no connections will be built between them. The approach of Wang et al. [4] improves this by leveraging the ODP ontology to bridge the vocabulary gap, but it is still limited by the available texts.",null,null
,,,
17,"Adjacent marketing means to develop additional items which compliment a customer's needs in some manner, e.g. suggest insurance when one buys a car. The insurance package thus makes up of qualified adjacent markets of cars. A key challenge is to discover the potential adjacent market (e.g. insurance) of a certain",null,null
,,,
18, This work was performed in Microsoft Research Asia.,null,null
,,,
19,"Copyright is held by the author/owner(s). SIGIR'10, July 19­23, 2010, Geneva, Switzerland. ACM 978-1-60558-896-4/10/07.",null,null
,,,
20,Retrieved And Expanded Frames,null,null
,,,
21,... ...,null,null
,,,
22,Query,null,null
,,,
23,Ranking Results,null,null
,,,
24,Advertise,null,null
,,,
25,Benz,null,null
,,,
26,Insurance,null,null
,,,
27,Tires,null,null
,,,
28,Figure 1. Key idea: the story frames (in red blocks) and ads frames (cyan blocks) of video ads suggest adjacent markets.,null,null
,,,
29,product/object (e.g. car).,null,null
,,,
30,"In this paper we propose a solution of adjacent marketing for image advertising based on a large-scale ads video collection. It is motivated by the fact that generally a video ad contains two types of frames ­ story frames and ads frames, as shown in Figure 1. Story frames in general provide the main concepts (e.g. cars) that are related to the corresponding ads (e.g. insurance, tires). They imply certain human knowledge on the adjacent markets, e.g. showing tire ads on car images. A novel Multi-Modal Dirichlet Process Mixture Sets (MoM-DPM Sets) model is proposed as the key technique behind.",null,null
,,,
31,2. SYSTEM OVERVIEW,null,null
,,,
32,"Figure 2 shows the system overview. In the offline stage, we extract video keyframes and perform auto-tagging on them. The online stage contains three steps: 1) multimodal search on keyframes of ads videos given a query image (or query images). Both visual and textual similarities are taken into consideration. The texts come from three resources: image auto-tagging, OCR and surrounding texts; 2) search result expansion. Since the search step tends to find video frames of similar content, to incorporate the adjacent information between objects, we expand the retrieved frames with the rest frames in corresponding videos. For example, given the pizza image in Figure 2, the retrieved frames are generally about food, but by expanding them with the rest frames from the same ads videos, we are able to retrieve those soft drink and restaurant video frames which suggest the adjacent markets; and 3) ads clustering and ranking. The disadvantage brought by frame expansion is that the search results become noisy and with scattered topics. We propose the MoM-DPM Sets model to automatically learn the key topics from the expanded search results, and rank an ads database with the learnt topics. The top-",null,null
,,,
33,893,null,null
,,,
34,Query Image,null,null
,,,
35,Pizza 1. Search,null,null
,,,
36,Advertise,null,null
,,,
37,Annotate Using Arista,null,null
,,,
38,Visutal Features Detection Using ColorDescriptor,null,null
,,,
39,Large-Scale Video Frames DB,null,null
,,,
40,2. Cosine Measurement,null,null
,,,
41,Expanded Video Frames 3. Expand,null,null
,,,
42,Suggested Ads,null,null
,,,
43,Pizza,null,null
,,,
44,Pepsi Restaurant,null,null
