,sentence,label,data
,,,
0,Do User Preferences and Evaluation Measures Line Up?,null,null
,,,
1,"Mark Sanderson, Monica Lestari Paramita, Paul Clough, Evangelos Kanoulas",null,null
,,,
2,"Department of Information Studies, University of Sheffield Regent Court, 211 Portobello St, Sheffield, S1 4DP, UK",null,null
,,,
3,+44 114 22 22648,null,null
,,,
4,m.sanderson@shef.ac.uk,null,null
,,,
5,ABSTRACT,null,null
,,,
6,"This paper presents results comparing user preference for search engine rankings with measures of effectiveness computed from a test collection. It establishes that preferences and evaluation measures correlate: systems measured as better on a test collection are preferred by users. This correlation is established for both ""conventional web retrieval"" and for retrieval that emphasizes diverse results. The nDCG measure is found to correlate best with user preferences compared to a selection of other well known measures. Unlike previous studies in this area, this examination involved a large population of users, gathered through crowd sourcing, exposed to a wide range of retrieval systems, test collections and search tasks. Reasons for user preferences were also gathered and analyzed. The work revealed a number of new results, but also showed that there is much scope for future work refining effectiveness measures to better capture user preferences.",null,null
,,,
7,Categories and Subject Descriptors,null,null
,,,
8,H.3.3 [Information Search and Retrieval],null,null
,,,
9,General Terms,null,null
,,,
10,"Measurement, Experimentation.",null,null
,,,
11,Keywords,null,null
,,,
12,"Mechanical Turk, User Experiment, Evaluation Measures",null,null
,,,
13,1. INTRODUCTION,null,null
,,,
14,"There is a long tradition of encouraging conducting, and researching evaluation of search systems in the IR community. A test collection and an evaluation measure are together used as a tool to make a prediction about the behavior of users on the IR systems being measured. If measurement using the collection reveals that system A is more effective than system B, it is assumed that users will prefer A over B in an operational setting. One of the striking aspects of almost all the early work in test collections is that the predictions about users implied from such measurements were rarely, if ever, validated. Given that test collections are used to simulate users, that so little validation took place is perhaps surprising.",null,null
,,,
15,"Permission to make digital or hard copies of all or part of this work for personal or classroom use is granted without fee provided that copies are not made or distributed for profit or commercial advantage and that copies bear this notice and the full citation on the first page. To copy otherwise, or republish, to post on servers or to redistribute to lists, requires prior specific permission and/or a fee. SIGIR'10, July 19­23, 2010, Geneva, Switzerland. Copyright 2010 ACM 978-1-60558-896-4/10/07...$10.00.",null,null
,,,
16,"In the last ten years a series of papers employing a range of methods conducted such validation. The papers produced contradictory results, some failing to find any link between test collection measures and user preferences, performance, or satisfaction; others finding links, but only when differences between IR systems were large.",null,null
,,,
17,"Much of the past work involved a small number of topics, systems, and users; and/or introduced some form of artificial manipulation of search results as part of their experimental method. There was also a strong focus on test collections and not on the relative merits of different evaluation measures.",null,null
,,,
18,"Therefore, it was decided to examine, on a larger scale, if test collections and their associated evaluation measures do in fact predict user preferences across multiple IR systems, examining different measures and topic types. The study involved 296 users, working with 30 topics, comparing user preferences across 19 runs submitted to a recent TREC evaluation. The research questions of the study were as follows",null,null
,,,
19,1. Does effectiveness measured on a test collection predict user preferences for one IR system over another?,null,null
,,,
20,"2. If such a predictive power exists, does the strength of prediction vary across different search tasks and topic types?",null,null
,,,
21,"3. If present, does the predictive power vary when different effectiveness measures are employed?",null,null
,,,
22,"4. When choosing one system over another, what are the reasons given by users for their choice?",null,null
,,,
23,"The rest of this paper starts with a literature review, followed by a description of the data sets and methods used in the study. Next, the results of experiments are described, the methods are reflected upon, conclusions are drawn, and future work is detailed.",null,null
,,,
24,2. PAST LITERATURE,null,null
,,,
25,"The past work described here is grouped into two sections, based on the methods used to measure users. Contradictions between the results of the two groups are then discussed.",null,null
,,,
26,2.1 Measures rarely predict users,null,null
,,,
27,"The power to predict user preferences using a test collection and evaluation measure was first examined in the work of Hersh et al [15] who used the 14 topics and qrels of TREC 6 and 7's interactive track to determine which of two retrieval systems was significantly better. They then conducted an experiment involving 24 searchers, retrieving over six topics of TREC-8: three topics on one system, three on the other. The researchers reported that there was no significant difference in the effectiveness of the searchers when using the different systems. This work was repeated on another test collection [25] drawing the same conclusion.",null,null
,,,
28,Allan et al [4] created artificial document rankings from TREC data each with controlled levels of effectiveness. Users were,null,null
,,,
29,555,null,null
,,,
30,"shown selections of the generated rankings and asked to identify relevant information. Unlike the work described above, a correlation between user behavior and test collection based evaluation measures was found, but mainly when measured differences were large. Turpin & Scholer [26] repeated the artificial document ranking method, getting thirty users to examine fifty topics. No significant difference in the time users took to find the first relevant document was found. A small significant difference in the number of relevant documents identified was observed for large differences in the MAP of the artificial ranks.",null,null
,,,
31,"Inspired by Hersh and Turpin' s method Al-Maskari et al [3] measured how well groups of users performed on two IR systems. Fifty six users searched from a selection of 56 topics. The researchers showed that test collection based measures were able to predict user behavior, and to some extent a user's level of satisfaction, however only when measured differences between the systems were large.",null,null
,,,
32,"Although test collection based work is relatively recent, there is a longer tradition of correlating user outcomes with effectiveness measures calculated on actual searching systems. Tagliacozzo [22] showed that 18% of ~900 surveyed MEDLINE users appeared unsatisfied with search results despite retrieving a large number of relevant documents. As part of a larger study, Su [21] examined correlations between precision and user satisfaction; finding no significant link. Hersh et al [14] examined medical students' ability to answer clinical questions after using a medical literature search engine. No correlation between search effectiveness measures and the quality of the student's answers was found. Huuskonen et al [16] conducted a similar medical searching experiment reporting the same lack of correlation.",null,null
,,,
33,"Smith and Kantor [20] engaged 36 users to each search 12 information gathering topics on two versions of a web search engine: one, the normal searching system and the other, a degraded version which displayed results starting from rank 300. Users weren't aware they were being shown the different versions. Although no actual effectiveness measures were taken, it is reasonable to assume that there was a significant difference in precision between the versions. However, there was no significant difference in user success in finding relevant items. Smith and Kantor reported that users of the poorer system issued more queries, which appeared to mitigate the smaller number of relevant documents retrieved in each search.",null,null
,,,
34,2.2 Measures predict user behavior,null,null
,,,
35,"Measuring users through an analysis of query logs, Joachims [17] described an experiment showing users different sets of search results; as with previous work although there were measurable differences between the quantity and rank of relevant documents, Joachims saw little difference in users' click behavior. Users given poorer search results still choose top ranked documents. He proposed an alternative approach, which was to interleave the retrieval outputs of the two systems into a single ranking and observe if users tended to click on documents from one ranking more often than the other. The results showed users consistently chose documents from the better part of the interleaved ranking. This method of giving users (unknowingly) a choice and observing their preference was repeated [18] producing similar results. In this work, small, but measurable changes in document rankings were compared, and significant differences in user",null,null
,,,
36,"behavior were observed. Further analysis of query logs to model user click behavior was conducted by many researchers, e.g. [10].",null,null
,,,
37,Thomas et al [24] described another preference methodology where two sets of search results were presented side-by-side to users who were then asked which of the two they preferred. The method was used to compare the top 10 results of Google and the (presumably worse) Google results in ranks 21-30. They reported a clear preference for the top ranked results over the lower ranked.,null,null
,,,
38,2.3 Lessons drawn from past work,null,null
,,,
39,"After reading the first set of research results, one might question the value of all test collection based research, as the only time users show any difference in behavior, success in their work, or preference for searching systems is when large differences in effectiveness between IR systems are measured. In direct contradiction to this, is the smaller body of work in the following section measuring clear preferences by users even for subtle differences in retrieval results. What might be the cause of this apparent contradiction?",null,null
,,,
40,"Smith and Kantor's work appears to be the clearest in demonstrating that if it is important for users to locate relevant documents they can cope with the burden of a poorer search engine by re-formulating their query. In addition, Joachims' work appears to show that users will often make do with poorer results. The work in Section 2.1 could be failing to observe differences across users because these two traits simply make human searchers hard to measure.",null,null
,,,
