,sentence,label,data
,,,
0,The Impact of Collection Size on Relevance and Diversity,null,null
,,,
1,Marijn Koolen Jaap Kamps,null,null
,,,
2,"University of Amsterdam, The Netherlands",null,null
,,,
3,"{m.h.a.koolen, kamps}@uva.nl",null,null
,,,
4,ABSTRACT,null,null
,,,
5,"It has been observed that precision increases with collection size. One explanation could be that the redundancy of information increases, making it easier to find multiple documents conveying the same information. Arguably, a user has no interest in reading the same information over and over, but would prefer a set of diverse search results covering multiple aspects of the search topic. In this paper, we look at the impact of the collection size on the relevance and diversity of retrieval results by down-sampling the collection. Our main finding is that we can we can improve diversity by randomly removing the majority of the results--this will significantly reduce the redundancy and only marginally affect the subtopic coverage.",null,null
,,,
6,Categories and Subject Descriptors: H.3.4 [Information Storage and Retrieval]: Systems and Software--performance evaluation (efficiency and effectiveness),null,null
,,,
7,"General Terms: Experimentation, Measurement, Performance",null,null
,,,
8,"Keywords: Diversity, Relevance, Collection size",null,null
,,,
9,1. INTRODUCTION,null,null
,,,
10,"Hawking and Robertson [2] established that precision at a certain rank cutoff increases as the collection grows in size. Other things being equal, a larger collection will contain more relevant documents making it intuitively easier to find a fixed number of them. Hence we postulate that:",null,null
,,,
11,1. The amount of relevant information increases with collection size.,null,null
,,,
12,"However, adding documents to the collection will lead to diminishing returns: since more and more information is already covered by the collection, it is increasingly hard to add new information. Hence we postulate that:",null,null
,,,
13,2. The amount of redundant information increases with collection size.,null,null
,,,
14,"The TREC 2009 Web Track's Diversity Task [1] addresses the issue of redundancy by penalising systems that return the same information over and over again. Diversity puts the impact of collection size on precision in an interesting perspective. On the one hand, being topically relevant is a prerequisite for the desired results, which according to our first postulate would make a larger collection size beneficial. On the other hand, redundancy of information is harmful, which according to our second postulate would make a larger",null,null
,,,
15,"Copyright is held by the author/owner(s). SIGIR'10, July 19­23, 2010, Geneva, Switzerland. ACM 978-1-60558-896-4/10/07.",null,null
,,,
16,collection potentially detrimental. We will try to determine the relative importance of these two opposing forces. Hence our main research question is:,null,null
,,,
17,What is the impact of collection size on the diversity of search results?,null,null
,,,
18,"We use ClueWeb09 category B, consisting of the first 50 million English pages of the full ClueWeb09 collection and the Diversity Task's topics and relevance judgements. We indexed the collection using Indri 4.10. Common stop words are removed and the remaining terms are stemmed using Krovetz. The retrieval model is a standard language model with Jelinek-Mercer smoothing ( ,"" 0.15) and a linear length prior (proportional to the length of the document). This run is not optimised for diversity, but merely serves as a way to illustrate the phenomena under consideration. We randomly down-sample the collection, using collection samples ranging between 5% and 100% of the full collection, and repeat this experiment five times. All sample statistics and scores are averages over these five iterations. Random sampling will make the expected probability of relevance of a document the same in the sample and in the full collection. This is helpful for our analysis, but in a realistic setting collections are unlikely to grow in an unbiased way.""",null,null
,,,
19,2. RELEVANCE AND COVERAGE,null,null
,,,
20,"We will first analyse the effect of reducing the collection size on the number of relevant documents, and on the number of topics or subtopics with at least one relevant result. There are 50 Diversity topics with 180 subtopics having at least one relevant page in the ClueWeb09 category B collection. In total, there are 3,777 positive relevance judgments for 2,783 distinct pages (some pages are relevant for multiple subtopics). Figure 1 shows the fraction of relevant pages in each sample and the fraction of subtopics for which there is at least one relevant page in the sample (averaged over the five samples). What is the impact of collection size on the number of relevant documents? Obviously, with random sampling the fraction of the relevant pages increases proportionally with the collection. Our first postulate holds.",null,null
,,,
21,"What is the impact on the number of topics or subtopics with at least one relevant result? Here we see a very different pattern. Starting at 5%, the sample already contains over 40% of the subtopics. At a sample size of 30%, the collection contains relevant pages for over 80% of the subtopics. The fractions for the overall topics are even higher.",null,null
,,,
22,"Our analysis shows that the small samples already cover the vast majority of subtopics with a relatively small fraction of the relevant documents. The larger samples, in contrast, contain many more relevant documents but only few additional subtopics.",null,null
,,,
23,727,null,null
,,,
24,1,null,null
,,,
25,0.8,null,null
,,,
26,0.6,null,null
,,,
27,0.4,null,null
,,,
28,0.2,null,null
,,,
29,Relevant pages,null,null
,,,
30,Total sub-topics,null,null
,,,
31,Total topics 0,null,null
,,,
32,0,null,null
,,,
33,0.2,null,null
,,,
34,0.4,null,null
,,,
35,0.6,null,null
,,,
36,0.8,null,null
,,,
37,1,null,null
,,,
38,Sample size,null,null
,,,
39,Figure 1: Impact of collection size on the fraction of relevant pages and subtopics with relevance.,null,null
,,,
40,Table 1: Redundancy and diversity of relevant information,null,null
,,,
41,Sample 10% 20% 30% 40% 50% 60% 70% 80% 90%,null,null
,,,
42,100%,null,null
,,,
43,Rel.docs/,null,null
,,,
44,Topic Subtopic,null,null
,,,
45,9.33,null,null
,,,
46,3.88,null,null
,,,
47,16.41,null,null
,,,
