,sentence,label,data
0,Using Preference Judgments for Novel Document Retrieval,null,null
1,"Praveen Chandar and Ben Carterette {pcr,carteret}@udel.edu",null,null
2,Department of Computer and Information Sciences University of Delaware,null,null
3,"Newark, DE, USA 19716",null,null
4,ABSTRACT,null,null
5,"There has been considerable interest in incorporating diversity in search results to account for redundancy and the space of possible user needs. Most work on this problem is based on subtopics: diversity rankers score documents against a set of hypothesized subtopics, and diversity rankings are evaluated by assigning a value to each ranked document based on the number of novel (and redundant) subtopics it is relevant to. This can be seen as modeling a user who is always interested in seeing more novel subtopics, with progressively decreasing interest in seeing the same subtopic multiple times. We put this model to test: if it is correct, then users, when given a choice, should prefer to see a document that has more value to the evaluation. We formulate some specific hypotheses from this model and test them with actual users in a novel preference-based design in which users express a preference for document A or document B given document C. We argue that while the user study shows the subtopic model is good, there are many other factors apart from novelty and redundancy that may be influencing user preferences. From this, we introduce a new framework to construct an ideal diversity ranking using only preference judgments, with no explicit subtopic judgments whatsoever.",null,null
6,Categories and Subject Descriptors: H.3.3 [Information Storage and Retrieval],null,null
7,"Keywords: diversity, user study, preference judgments",null,null
8,1. INTRODUCTION,null,null
9,"Research on novelty and diversity aims to improve the effectiveness of search engines by providing results that serve a range of possible user intents for the given query. These problems have been the subject of much interest in IR and web search recently, including the focus of a TREC task1. Batch effectiveness evaluation of retrieval systems serves sev-",null,null
10,1TREC 2009-2011 Web Track Diversity task focuses on novelty and diversity in search results.,null,null
11,"Permission to make digital or hard copies of all or part of this work for personal or classroom use is granted without fee provided that copies are not made or distributed for profit or commercial advantage and that copies bear this notice and the full citation on the first page. To copy otherwise, to republish, to post on servers or to redistribute to lists, requires prior specific permission and/or a fee. SIGIR'12, August 12­16, 2012, Portland, Oregon, USA. Copyright 2012 ACM 978-1-4503-1472-5/12/08 ...$10.00.",null,null
