,sentence,label,data
,,,
0,Effect of Written Instructions on Assessor Agreement,null,null
,,,
1,William Webber,null,null
,,,
2,College of Information Studies University of Maryland,null,null
,,,
3,United States of America wew@umd.edu,null,null
,,,
4,Bryan Toth and Marjorie Desamito ,null,null
,,,
5,"Eleanor Roosevelt High School Greenbelt, Maryland",null,null
,,,
6,United States of America bryan.n.toth@gmail.com magicaura2000@yahoo.com,null,null
,,,
7,ABSTRACT,null,null
,,,
8,"Assessors frequently disagree on the topical relevance of documents. How much of this disagreement is due to ambiguity in assessment instructions? We have two assessors assess TREC Legal Track documents for relevance, some to a general topic description, others to detailed assessment guidelines. We find that detailed guidelines lead to no significant increase in agreement amongst assessors or between assessors and the official qrels.",null,null
,,,
9,Categories and Subject Descriptors,null,null
,,,
10,H.3.4 [Information Storage and Retrieval]: Systems and software--performance evaluation.,null,null
,,,
11,Keywords,null,null
,,,
12,"Retrieval experiment, evaluation, e-discovery",null,null
,,,
13,General Terms,null,null
,,,
14,"Measurement, performance, experimentation",null,null
,,,
15,1. INTRODUCTION,null,null
,,,
16,"Assessors frequently disagree on the relevance of a document to a topic. Voorhees [2000] finds that TREC adhoc assessors have mutual F1 scores of around 0.6, while Roitblat et al. [2010] report mutual F1 as low as 0.35 for professional e-discovery reviewers. Such low agreement is of serious practical concern in e-discovery, where large-scale, delegated manual review is still widely used. Possible causes of disagreement include assessor error and ambiguity in instructions. We examine whether detailed relevance guidelines increase agreement amongst assessors and with the guideline author, and find no significant increase in either form of agreement",null,null
,,,
17,2. METHODS AND MATERIALS,null,null
,,,
18,"We measure inter-assessor agreement by Cohen's , for which 1 is perfect and 0 is random agreement [Cohen, 1960]. Unassessable documents (too long or misrendered) are ignored. A trial experiment of 75 documents per treatment, on Topic 301 from the TREC 2010 Legal Track, indicated that a sample size of 215 documents per treatment, with even proportions relevant and irrelevant, was required to achieve 80% power for a true  delta of 0.23, being the difference in agreement with official assessments between first and second tercile assessors in the TREC 2009 Legal Track. Work performed while interns at the University of Maryland.",null,null
,,,
19,"Copyright is held by the author/owner(s). SIGIR'12, August 12­16, 2012, Portland, Oregon, USA. ACM 978-1-4503-1472-5/12/08.",null,null
,,,
20,Message type,null,null
,,,
21,Messages,null,null
,,,
22,> 1 relevant document,null,null
,,,
23,5,null,null
,,,
24,Relevant appealed,null,null
,,,
25,170,null,null
,,,
26," unappealed

38

Irrelevant appealed

58

 unappealed returned",null,null
,,,
27,32,null,null
,,,
28,  unreturned,null,null
,,,
29,16,null,null
,,,
30,Total,null,null
,,,
31,319,null,null
,,,
32,Documents,null,null
,,,
33,rel irrel unass,null,null
,,,
34,13 12,null,null
,,,
35,0,null,null
,,,
36,170 82,null,null
,,,
37,4,null,null
,,,
38,38 7,null,null
,,,
39,0,null,null
,,,
40,0 78,null,null
,,,
41,1,null,null
,,,
42,0 44,null,null
,,,
43,1,null,null
,,,
44,0 17,null,null
,,,
45,1,null,null
,,,
46,221 240,null,null
,,,
47,7,null,null
,,,
48,"Table 1: Number and types of messages and documents sampled from Topic 204 for re-assessment. A message is classed as ""relevant"" if it contains a single relevant document (body or attachment). Counts of relevant, irrelevant, and unassessable documents are using the official, post-appeal assessments.",null,null
,,,
49,"Topic 204 from the interactive task of the TREC 2009 Legal Track [Hedin et al., 2009] was used for the full experiment. The corpus is the EDRM Enron emails. Whole messages were sampled, but each email body and attachment was separately assessed. A stratified sample was taken, as described in Table 1. The strata were divided evenly and randomly into two batches. Each batch was assessed in document id order, with the parts of a message being assessed sequentially, as in TREC.",Y,null
,,,
50,"At TREC, a senior lawyer called the topic authority develops the topic, writes the detailed guidelines, and adjudicates appeals against first-round assessments. The appeals process for this topic was thorough [Webber, 2011], and the majority of sampled documents were appealed; we regard the assessments as an accurate representation of the topic authority's conception of relevance. We measure agreement for each batch between the two experimental assessors and the official, post-appeal assessments.",Y,null
,,,
51,"The latter two authors of this paper acted as experimental assessors. Each assessor assessed all documents in each batch. For the first batch, assessors were given the 42-word topic statement to guide their assessments; for the second, they received the 5-page detailed relevance guidelines. A third pass was then made, in which the two assessors jointly reviewed both batches, in light of the detailed guidelines, and tried to agree on a conception of relevance.",null,null
,,,
52,3. EXPERIMENTAL RESULTS,null,null
,,,
53,"Table 2 shows the results of our experiments. The provision of detailed assessment guidelines (Batch 2) did not improve agreement, significantly or otherwise, over topic-only instructions (Batch 1), either amongst assessors or with the official assessments, in either the full or the trial experiment. Message-level analysis (in",null,null
,,,
54,1053,null,null
,,,
55,Batch,null,null
,,,
56,1 2 Jnt-1 Jnt-2,null,null
,,,
57,Full experiment,null,null
,,,
58,AvB AvO BvO,null,null
,,,
59,0.519 0.528 0 .992,null,null
,,,
60,0 .950,null,null
,,,
61,0.454ab,null,null
,,,
62,0.555 0.677a 0.665b,null,null
,,,
63,0.710 0.637 0.686 0.674,null,null
,,,
64,Trial experiment,null,null
,,,
65,AvB AvO BvO,null,null
,,,
66,0.229 0.275,null,null
,,,
67,- -,null,null
,,,
68,0.557 0.439,null,null
,,,
69,- -,null,null
,,,
70,0.417 0.294,null,null
,,,
71,- -,null,null
,,,
72,"Table 2: Cohen's  values between official and two experimental assessors, for full and trial experiments, on single-assessed Batch 1 (with topic statement only), single-assessed Batch 2 (with detailed guidelines), and (for full experiment only) jointassessed Batches 1 and 2 (with topic guidelines and consultation between assessors). Columnar value pairs significantly different at  , 0.05 (excepting inter-experimenter joint review) are marked by superscripts.",null,null
,,,
73,Assessors,null,null
,,,
74,A v. B A v. Official B v. Official,null,null
,,,
75,Confidence interval,null,null
,,,
76,"[-0.155, 0.173] [-0.061, 0.263] [-0.211, 0.065]",null,null
,,,
77,"Table 3: Two-tailed 95% normal-approximation confidence intervals on the true change in  between Batch 1 and Batch 2 amongst different assessor pairs, for the full experiment.",null,null
,,,
78,"which a message is relevant if any part of it is relevant) gives similar results. Inter-assessor  values are high for the full experiment's joint assessment, since assessors reached agreement on all save a handful of documents (1 for Batch 1, and 5 for Batch 2). Assessor A's agreement with the official assessments increases significantly under joint review, but this may be due to Assessor A's assessments moving closer to Assessor B's; Assessor A's self-agreement on Batch 1 is 0.399 post-consultation, whereas Assessor B's is 0.739.",null,null
,,,
